start	end	text
93000	94000	Section 27: ding the mountain. I was curious, and they wanted to see the phenomena too, since they heard others around me often saw them too. If nothing else, we could catch a special glimpse of the Linville Gorge, what’s called the Grand Canyon of the East. We piled into my four-wheel drive truck and set out down the road to the dirt road that led up to the overlook. As soon as we turned onto the dirt, a brown bird about the size of a mocking bird appeared up
94000	95000	Section 27: him what had happened and that his patient would be walking again in sixty days. Sure enough, the operation was successful and she was up and walking well before sixty days elapsed. I was thrilled when I heard the news. Helping Tim with this process was one of the most satisfying experiences of my life. Having had to work construction instead of attending UNC Chapel Hill, it was incredible to learn as much as I did and contribute to life-saving re
95000	96000	Section 27: night, Cindy and Dave, happened to be the owners of the place and had to work that morning. One of our friends there had cancer and little energy at the time, so the plan for the day was to go with her on a small hike to Linville Falls. Cindy said she would skip work and go with us, but she had a headache and wanted to take a nap instead. The rest of us had a good time and really appreciated the company of our sick friend. The falls were gorgeous. I l
96000	97000	Section 27: received approval from the government to attempt their methods and technology. The patient they approved for the surgery was a forty-year-old Spanish lady with severe bone cancer that most doctors considered inoperable. While Junior was in the hospital, Yvonne and I received an invitation from some friends of ours to go on a weekend retreat in the mountains. The Spanish lady’s operation was due to take place the following Monday, so I was hoping to
97000	98000	Section 28: , and a barrage of fireworks in our neighborhood and downtown began. Meanwhile there was no end to the sound of explosions coming from the TV. Eventually the booms and reports grew so loud I could hardly pay attention to Will Smith’s efforts at saving the world. At 9:30 I paused the movie and asked Emily if she’d want to go with me to McDonalds for ice cream and I could get a coffee. The booms were getting louder and more frequent as the show ramp
98000	99000	Section 28: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 22 The town of Hope Mills goes all out for the Fourth of July every year. The party lasts all day. Everyone gets decked out in red, white, and blue, there’s a long parade, and food trucks, face-painters, and balloon-ani
99000	100000	Section 30: lk about kidney cancer!” It took me a moment to process what had happened. The women explained they had all seen bright flashing lights over my head as I told this part of the story. The young woman introduced herself as Sharon Debonis, saying that just a year and a half ago, one of her kidneys had to be removed due to a chemo-resistant cancer that had swelled it to the size of a softball. Very recently, the same chemo resistant cancer had appeared in
100000	101000	Section 30: ough of a target for anything like anthrax, so I went to my study to open it. The first item to fall out was a pristine white napkin. I flipped it over and saw the Presidential seal surrounded by the words Camp David and Presidential Retreat. Afraid to stick my hand in not knowing what was inside, I kept gently shaking the envelope over my desk. Next was a thickly-embroidered mission patch for the launch I had attended. It was circular, with a series of abb
101000	102000	Section 30: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 24 My correspondence with Diana Pasulka stayed strong and I related everything to her on a regular basis. Talking with her was always enlightening, and just about all my stories sparked some reference or paral
102000	103000	Section 31: arded a plane for Philadelphia one night in early October to spend an evening with Larry and his wife. Ryan loved meeting the man who hosted the Gathering that he had heard so much about. The next morning, we were off to New York. A shiny all-black Suburban with tinted windows ushered us into the city. Our towering hotel was just south of central park. Uniformed bellhops ferried our bags up to the rooms while we checked in. Everything was taken
103000	104000	Section 31: at sorrow to the lady’s light. The next morning, I walked out of baggage claim in Dulles Airport and met Larry waiting in his black Mercedes. He helped me with my bag and we started on the forty-five minute drive down to Old Town Alexandria, Virginia. He gave me more information about the family and how he knew them. They were Jewish and had a long history with conventional medicine, so this turn to a holistic approach represented a major shift. Put simply
104000	105000	Section 31: daily experiences getting attacked and threatened on social media had made me careful. I felt closer than I’d ever been to that elusive goal I’d pursued since contacting MUFON: vindication. All the online hobbyists and skeptics who claimed to know everything would know the truth if they could have been in that room. I wanted more than anything
105000	106000	Section 31: deviation from that pattern. He was a friend of Brandon’s family and in town for the bar mitzvah as well, so I assumed our meeting would be at least somewhat social. At 6:30, we rode the elevator up to the thirty-fifth floor and saw our conference room. There were caterers setting up a buffet and laughing. I led Larry’s wife, Yvonne, Ryan, a
106000	107000	Section 31: e family and how he knew them. They were Jewish and had a long history with conventional medicine, so this turn to a holistic approach represented a major shift. Put simply, they were out of options. Eventually I saw the Washington Monument poking out over some buildings and knew we were close. We entered a gorgeous old neighborhood where every tree-lined street was draped in American flags and bunting. Just a few years beforehand, my community called me e
107000	108000	Section 31: for as long as it took. Brandon’s parents would become lifelong friends of mine. Just a month later, my whole family received invitations to Brandon’s bar mitzvah in October. It was sure to be an extravagant occasion in New York City, but more than anything I was excited to see my young friend again. It ended up that Yvonne, Ryan, and his girlfriend Jennifer (now his wife) were the only people in the family who could get away from work and school th
108000	109000	Section 31: me back after a time away, and it was always a blessing to see their faces. Larry said there was a twelve-year-old boy named Brandon who needed my help. Brandon lived in Washington D.C. with his parents and suffered from a quickly worsening genetic mitochondrial disease. The doctors said he would be lucky to make it to thirteen, and they had the we
109000	110000	Section 31: me, but when I did some research that afternoon, I started to get a little nervous. He had a twenty-five-year career as an operations officer, essentially a spy, and retired as a member of the senior executive service. Unlike Tim, Hal, and other high-level government officials I’d met, Jim’s interest in the phenomena was not strictly scientific or spiritual. It was personal. It seemed quite unlikely that any aspects of the phenomena could be use
110000	111000	Section 31: nd beautiful room with linen tables, a dance floor, and a band already playing as we entered. As I walked with Jim, he told me that the room was going to be full of intelligence people, prominent doctors and lawyers, and Mike Morrell, the former deputy director of the CIA. We found our table next to Jim and Deborah’s and had a wonderful dinner. Then the party started. It was unbelievable how everybody suddenly got up and started dancing. Looking at
111000	112000	Section 31: of experts and specialists to consult with. The Make-a-Wish foundation had just approved Brandon’s application, but the family wasn’t ready to give up yet. They knew Larry and Larry knew me, so there I was in my study in Hope Mills, realizing I was this innocent child’s last hope. It was a Thursday night and I was looking forward to the holiday weekend, so I asked him if it couldn’t wait till Monday. Larry said he wished it could wait, but every d
112000	113000	Section 31: uth of central park. Uniformed bellhops ferried our bags up to the rooms while we checked in. Everything was taken care of for us, and it was staggeringly generous of Brandon’s family to provide so well for some guy from North Carolina they only met once. Our room had a beautiful view of the city, its checkered streets and avenues. That afternoon, Yvonne, Jennifer, and Larry’s wife planned shopping, nail, and hair appointments for the next day while R
113000	114000	Section 33: ld him about two friends of mine that had some of what they thought was molten metals that had come from orbs. After an interesting couple days meeting with Tom and other wonderful people, I was on a plane headed back to North Carolina. I couldn’t believe how just four years earlier I was ready to quit it all. A few months passed and it was early spring when Tom called to ask me about the metamaterial I and my two friends had. I told him I would work
114000	115000	Section 33: n’t want my kids saddled with these burdens. We were all devastated to be leaving a house that had so much history, but we were out of options. Jim Semivan and his wife Deborah visited on my birthday weekend a year after John Alexander’s visit. It was a relief that Jim would be able to see the house and property before we moved, since there was no telling what would happen to the house and the burnt tree. Jim and Deb arrived and we all went out to lun
115000	116000	Section 34: 150 pounds, and among my many medications were immunosuppressants, which I had been on for six-and-a-half years. I knew I was fragile and booked an appointment with my doctor in early March. Covid was close to getting to North Carolina, but the appointment was important enough to keep. We talked and my doctor recommended quitting my immunosuppressants and prednisone. By mid-March I was totally off of both. Eventually Yvonne, Emily, and Emily’s husband
116000	117000	Section 34: Covid was close to getting to North Carolina, but the appointment was important enough to keep. We talked and my doctor recommended quitting my immunosuppressants and prednisone. By mid-March I was totally off of both. Eventually Yvonne, Emily, and Emily’s husband got sick with the virus, and I had to quarantine out in my workshop. Eventually everyone in the family except me got Covid. I spent six weeks alone out there, and slowly noticed my joints wer
117000	118000	Section 34: pire. I took a few steps to the water’s edge and fell to my knees praying that I would not get hurt. All my friends in the government had warned me not to get too close. Diana Pasulka had even suggested that my RA was analogous to the stigmata that plagued Saint Francis of Assisi. Despite this concern, and that I was shaking like a leaf on a tree, the
118000	119000	Section 35: g, remote viewing, and pre-cognitive exercises that were accompanied by sound meditations. These sound exercises were one of the most amazing things I have ever experienced. They were conducted in private cubicles called Controlled Holistic Environmental Chambers (CHEC units). These were also where we slept. Each CHEC unit is a small, cube-like structure that blocks out all light. It has high-fidelity speakers built into the wall on either side where your head rests that introdu
119000	120000	Section 35: hic national disaster. It is the location of FNARS, a high-frequency radio system connecting most federal public safety agencies and the U.S. military with the rest of the states. FNARS allows the president to access the Emergency Alert System. At this base is also an underground facility designated “Area B” and is where Supreme Court justices and congressional leadership were evacuated to after the September 11 attacks. Unsure of the significance of the UFOs
120000	121000	Section 35: ments later a second one appeared behind the first, travelling in the same direction at the same speed, and then a third. David reached in his pocket, grabbed his cellphone, and began filming. He looked at me and said, “My God Chris, John told me you had a connection with them. This is incredible.” Eventually Emily and Jack returned and we went back inside to eat. As we were finishing up, David suddenly had an idea. “Chris,” he said, in a flash of
121000	122000	Section 35: telligence about this object, and he felt as though some line of communication had been opened. David began making inquiries, confiding in a friend who was an electromagnetic and optoelectronics engineer at the Office of Naval Research where he worked. He also contacted the FAA manager at Potomac TRACON, the radar approach air traffic control facility in charge of the Washington, D.C. airspace, and inquired if they had any reports of UFOs in the area
122000	123000	Section 5: riables of a classic contact and abduction experience: lost time, orbs, saucers, up close and personal contact with an alien presence, healings, absurd visuals, and, of course, the appearance of The Lady, to name a few. When Chris first told me his story, I was gobsmacked. The narrative was truly incredible. And I knew it was an honest recollection of the events that happened to him and his son, Chris Junior. And I am not alone in this view. Chri
123000	124000	Section 6: between small residential settlements and more rural and farming areas. Geographically, they were located south of the sprawling Ft. Bragg (soon to be Ft. Liberty), where decades earlier I had been assigned with the 7th Special Forces Group. Contiguous to the base is the well-known military-supporting city of Fayetteville. On the drive from the airport, we noted that not far from their home was a Bledsoe Street, so named as Chris’s ancestors had lived in t
124000	125000	Section 6: earlier I had been assigned with the 7th Special Forces Group. Contiguous to the base is the well-known military-supporting city of Fayetteville. On the drive from the airport, we noted that not far from their home was a Bledsoe Street, so named as Chris’s ancestors had lived in that area for more than a century. With noisy dog kennels situated on one side, there were numerous tall protective deciduous oak trees and thick green hedges adorning the acr
125000	126000	Section 6: epathy with dolphins and whales in their natural habitat, I am postulating that these interactions between humans and orbs may be an embryonic form of advanced interspecies or interdimensional communication. Missing is a Rosetta Stone that provides the key to our human understanding of the information. Near the beginning of all my presentations is a chart that lists many phenomena including UFOs, remote viewing, post-mortem communication, psychokines
126000	127000	Section 6: solid scientific background, some explanation of why I am such an ardent supporter of Chris, and his family, might be in order. Chris Bledsoe first came to my attention several years ago at the home of a mutual friend in Bucks County, Pennsylvania. At that time, I recorded a long interview with him. Over hours, Chris painstakingly detailed much of what you are about to read. In fairness, that interview led me to ask many of the same questions that m
127000	128000	Section 6: UFO of GOD: The Extraordinary True Story of Chris Bledsoe INTRODUCTION Col. John B. Alexander, PhD Welcome to the great adventure. What you are about to encounter is a byzantine entanglement of phenomena that defy both explanation and imagination. Importantly, the events conti
128000	129000	Section 6: us healing, near-death experiences, interspecies communications and even cryptozoology. The implication is that these, and other phenomena, have a common factor in human consciousness. While normally reported and examined separately, the events described in this book by Chris Bledsoe encompass many of them. Rarely have we encountered observations of s
129000	130000	Section 7: adjust the pope’s itinerary. The investigator asked the voice box if Larry was doing the right thing in regard to getting involved. The machine rasped back. “Help, help, help. Chris. The pope. We need him. We need him.” On Monday, plane tickets for my wife, Yvonne, and I arrived in the mail. Larry had deep pockets and a longstanding interest in experiences like mine, and it was clear he was taking this warning seriously. On Thursday, September 2
130000	131000	Section 7: as we could. I looked long and hard at different colonial brick buildings, statues of men in tri-corner hats, at dive-bars, and churches, trying to bring myself back to the feeling I had listening to the voice box at the Burning Tree. Where had those voices been pointing us? I reminded Larry and John of the transcript of what they had said: The pope was due to speak at Congress Hall, but it was swamped with tourists and hard to get a read on the sit
131000	132000	Section 7: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 1 At dusk we stood around the Burning Tree, a blackened, cavernous tree that somehow remained alive after mysteriously catching fire three times. I was shivering with my hands pushed deep into my pockets. Autumn was com
132000	133000	Section 8: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 2 Somewhere down a dirt road in North Carolina, a pile of trash burned behind a mobile home. Strange smoke wisped up through the pine branches that hung over my family’s clearing. I was two-and-half years old and drawn
133000	134000	Section 9: e of us would inevitably get stuck, the first home we bought together was an eight-by-thirty-two-foot camper. If work became unsteady and we had to move, I wanted to be able to take her with me. An opportunity came up in Myrtle Beach to build a six-story high-rise and a marina, so that was where we went. Together. My mom’s family was from the area so we were able to stay on my Uncle Gus’s farm out in the country. While I was down on the water buildi
134000	135000	Section 9: en that I even learned how to navigate from Hope Mills to the nearest city, Fayetteville. It finally occurred to me that the deafening, trailer-shaking booms I would hear as a child were due to the military aircraft from Fort Bragg breaking the sound barrier over our heads. When there was no work or school, I would golf or go hunting with Dad. Once I got to town, I was amazed to realize how many of the structures he had played a part in building.
135000	136000	Section 9: l as when it happened. I drank to escape those feelings but held onto my job building condos on the beach. There were fewer reminders of my old life there, and I had some friends from work. I lived south of Wilmington on Carolina Beach, a mile-wide strip of land with the Atlantic on one side and the broadening Cape Fear River on the other. At nineteen I was working on the peak of a roof of a three-story beach house, which itself was standing on pylons
136000	137000	Section 9: ted to be able to take her with me. An opportunity came up in Myrtle Beach to build a six-story high-rise and a marina, so that was where we went. Together. My mom’s family was from the area so we were able to stay on my Uncle Gus’s farm out in the country. While I was down on the water building a lighthouse, Yvonne helped my seventy-year-old uncle run a roadside vegetable stand. She was a young city girl driving around with him in a dirty old tr
137000	138000	Section 9: trees, shrubs, and dirt for mailboxes, porches, and chimneys. As the country grew people needed houses. Dad and I knew how to make them. A new development arrived at our doorstep. Local golfer and Fort Bragg army veteran L. B. Floyd purchased the land our trailer was on to build a golf course. We simply moved a quarter mile down the road. Once the trees were cleared, they brought in bulldozers and backhoes to contour the fairways, bunkers, and gree
138000	139000	Section 10: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 4 After my first son, Chris Jr. (or as we call him, Junior), was born in 1989, I went to work managing construction and hog farms around the region. It paid the bills and allowed us to move out of our camper and into a
139000	140000	Section 17: lf and he explained that he was with NASA. He must have been 240lbs sitting on our living room sofa explaining that he had seen the episode and was simply curious about the case. He told us his credentials: a graduate of Ohio State in astrophysics at the age of seventeen, he was immediately recruited at the beginning of NASA in 1958. We sat visiting for about an hour as he asked us oblique questions about ourselves and the case, and then he left.
140000	141000	Section 24: group of legitimately supportive friends who didn’t want to exploit my family for their own benefit. This wasn’t 2008: I knew I had legitimate resources available and I wouldn’t be taken advantage of again. A woman named Chase Kloetzke had gotten in touch with me to let me know what was coming. She had long been a MUFON investigator but had recently left because of the sexual discrimination she faced in the organization. The poor treatment my family r
141000	142000	Section 26: d kids to raise. Having our house turn into a tourist trap just wasn’t feasible. The summer before this ghost hunt in 2013, a man had gotten in touch with me by the name of Doug Auld. He was a painter living in Hoboken, New Jersey, and found my email by contacting a podcast I had appeared on. He was one of the few people to watch the Discovery channel documentary and realize what an injustice had been done to our story. He seemed sincere enough i
142000	143000	Section 27: rdly express, but for which I feel an unending depth of gratitude. In one of the first emails Tim Taylor ever sent me, he said that he was put on this earth to help cure cancer in children. I didn’t think much of it at the time, but it seemed like a more than admirable cause. In our weekly talks in early 2014 I found out what he meant by this m
143000	144000	Section 2: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Copyright © 2023 by Chris Bledsoe All rights reserved. No part of this book may be reproduced in any form, except as applied to brief quotations incorporated into critical articles or reviews. The information provided in this boo
144000	145000	Section 34: ay or another that we cannot understand. After another week, I got another happier call from Bob, who said that Sharon’s stroke symptoms had all but disappeared. We talked a while and tears of gratitude welled up in me. In February 2020, Yvonne and I traveled to San Francisco for a conference I was speaking at. My RA was still so bad Yvonne had to push me through the airports in a wheelchair. It was my first public appearance in years, and I was g
145000	146000	Section 6: al. I regard matter as derivative from consciousness. We cannot get behind consciousness. Everything that we talk about, everything that we regard as existing, postulates consciousness.” Echoing that thought, my friend, Larry Dossey M.D., in 1987 first addressed nonlocality of consciousness and wrote, “nonlocal consciousness and spirituality are seen as a complementary dyad.” It is the complex and interwoven nature of the multifaceted events that Chri
146000	147000	Section 31: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 25 Larry Frascella, the host of the 2012 Gathering, called me out of the blue two days before the Fourth of July, 2015. We spent the first few minutes of the call talking about our plans for the fourth. Yvonne and I wer
147000	148000	Section 10: ing my stress levels. The psychiatrist was smoking in his office when I first met him. At the time, I thought it was an amusing eccentricity of his. He started me off on lithium and over the course of the next several months kept prescribing me additional ones. I held onto the business and everything got worse. I started to feel strange in addit
148000	149000	Section 10: n’t get more than a few minutes down the road before I had to turn back. Every day was the same inescapable story, no matter how much I wanted to save the company. I was the guardian of the livelihoods of over a hundred people, many of them close friends and family, and I was failing. Trying to manage so many job sites over the phone was endlessly fr
149000	150000	Section 10: ough all of its cash reserves. Early on, it was clear that this was going to happen, but there was no way to stop it apart from hope that people would want to buy houses again. Local people were especially discouraged as Fort Bragg locked down and ramped up training activity. This powerlessness took a toll on me, and my IBS became debilitating. I could not leave the house. If I tried to, I couldn’t get more than a few minutes down the road before
150000	151000	Section 10: out this time I started having symptoms of irritable bowel syndrome, or IBS, as my gastrologist told me at the time. It is not an easy disease to treat or live with, and it began to cause some problems at work and at the Pentecostal Holiness Church, where I had begun to serve as Deacon—twice on Sundays and on Wednesday nights. The problems were namely that I had to spend so much time in restrooms, the discomfort it caused me, and the fact that it could be a diffic
151000	152000	Section 10: ticularly festive about those holidays. Still, we held onto each other. The kids had gone from hosting pool parties to not having lunch money. It was uncertain whether I would get another project from my dad to work on. My Crohn’s had not let up and it seemed like it never would. The future was uncertain and I was as broken a man as I had ever been.
152000	153000	Section 11: ably spent months’ worth of time there over the course of my life. Probably, it was some curious deer accompanying me on my lonely walk. I wanted to see whether it was a doe or a buck, and stopped walking. Then, the rustling stopped with me. Strange, I thought. I kept walking and the rustling began again, the same kind of stepping and branch
153000	154000	Section 11: cres wide and surrounded by pine forest. The dirt road crested the hill at the center of the field and then descended toward the river toward a hole in the edge of the forest. In the pine-dominant forests in this part of North Carolina, the thickest and most hostile places are along the forests’ edges. Bushes, briars, and weeds thrive along these boundaries because there is enough sunlight to reach them. Beyond about ten or fifteen feet into these woo
154000	155000	Section 11: having been paid and not having another job to get to. After the crew got back to Fayetteville and cashed their checks, they called me up asking if Junior and I wanted to go fishing. I knew of a good fishing spot on the Cape Fear River back toward Fayetteville on the same land my dad’s hunting club rented. Along with the three sub-contractors, we each got our fishing poles and got ready to head down to the river together. One-by-one they piled in my r
155000	156000	Section 11: in the thick interweaving of branches. Something grabbed my arm. “DAD! WHY DID YOU LEAVE ME? WHERE DID YOU GO? THERE WERE THESE CREATURES I WAS PARALYZED I COULDN’T MOVE!” “Junior, I’ve only been gone twenty minutes.” “No Dad, you’ve been gone all night!!” I led him back to the fire and he was fiercely mad at me for abandoning them all. I could not wrap my head around why they were saying that I had been gone all night. I wasn’t drinking any
156000	157000	Section 11: it was rich water flowing through fertile land on its way south toward Wilmington. The amount of land whose waters flowed into it also meant it was fairly polluted with mercury, chromium, and other chemicals. Officially, people are warned to only eat the smaller, younger fish that aren’t bottom-feeders or apex predators; but the guys weren’t go
157000	158000	Section 11: props, lines drifting into the river, but we were ready to go. “Oh my god,” one of the men said, pointing up at the sky. Nine balls of light, about the size and color of Venus on a clear night, shone from far up in the sky and started to gather into one circle directly above us. The circle began to rotate and then scattered like salt across th
158000	159000	Section 11: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 5 Then I looked, and behold, a whirlwind was coming out of the north, a great cloud with raging fire engulfing itself; and brightness was all around it and radiating out of its midst like the color of amber, out of the
159000	160000	Section 12: as vehemently opposed to the idea. Eventually I convinced him to come with me and not bring a flashlight, and use the darkness to our advantage to take a look in the garage from far away. I said our hundred-and-ten pound Chesapeake Bay retriever, Rosie, would come with us to protect us. I had hunted with Rosie too, and she knew how to flush what we hunted out of the woods. We had our plan and we hoped we could put an end to this for the night. The ken
160000	161000	Section 12: ng? Education, religion, and culture are aimed at preparing us for what is or what might occur . There is no set protocol for coming face to face with the impossible. At 11:30 p.m. in early January, a team of framers, friends, a father, and son did the best they could with all the knowledge and courage they had. “This is it. It’s all over! Nice kn
161000	162000	Section 12: of a bear. Junior came out of the bathroom and I told him we better check on the dogs and my dad’s garage in case it was getting broken into. My dad had kept it as a workshop for his boats and hunting and fishing gear. Please Daddy please no don’t go out there please Daddy please. He was vehemently opposed to the idea. Eventually I convinced him to come with me and not bring a flashlight, and use the darkness to our advantage to take a look in the
162000	163000	Section 12: ot to the paved road, we saw another orb keeping pace with us over the trees to our right. The show was not over. I ran stop signs, but the way the guys were yelling at me to drive, I couldn’t have run them fast enough. With Junior in the car, I refused to drive any more dangerously than I was. If these things were going to get us, let them: I wouldn’t be the one who killed us. There was a beauty to the orbs that calmed me, and I found I was curio
163000	164000	Section 12: the clear-cut land. It looked like hundreds of these lights pulsated near the ground, sending the men into yet another level of frenzy while I kept calm. One eye on the road and one on the lights. We drove south past the Cape Fear River Baptist church. Thirty-six years earlier, in that same churchyard, I had been surprised and mesmerized by the yellow saucer-sized eyes of an owl before getting shot a week later. Twenty-five years earlier, I had pulled over the
164000	165000	Section 12: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 6 His body was like topaz, his face like lightning, his eyes like flaming torches, his arms and legs like the gleam of burnished bronze, and his voice like the sound of a multitude. None of us had seen anything like thi
165000	166000	Section 13: e shots that sent the egg-shaped orb flying toward us then away into the night sky. With both their cars in the driveway, their main door wide open, lights on, and close 10:00 p.m., how could they not hear our frantic screams, the pounding on the glass storm door, or the blaring horn of the truck? It can be very hard to predict how someone will re
166000	167000	Section 13: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 7 In the cold cab, I woke to the empty field. Junior was still sleeping curled up on the back seat. Mist rolled across the brittle grass. Condensation from our breath fogged the corners of the windshields. Morning. Why
167000	168000	Section 14: . I would pass the time on my camping trips drawing and painting what was around me. Flowers, birds, animals—I wanted to capture them all in every detail. The grace of a doe bending its neck down to a creek would stun me into a profound humility. The hours I passed until dark considering how I might portray that neck were some of the happies
168000	169000	Section 14: doctor had put me on two years before. I might have considered this explanation if it weren’t for the fact that four other people saw what I saw. No aftershocks from the lithium toxicity resulted in anything but depression in me. We loved each other and our children first and foremost, so we navigated our domestic life around the event as best w
169000	170000	Section 14: ern or of warning. “That poor family, after all they’ve been through.” “I wouldn’t let that guy operate a hammer, much less a forklift.” “The devil is at work in that man.” Yvonne and the kids came back from their trip. With Junior being so shaken and me being so profoundly changed, there was no hiding what had happened. Yvonne met the news with some generosity and a lot of skepticism. She thought I had had a relapse from the medication the quack
170000	171000	Section 14: oved harmlessly around me. Their company soothed me, and I was treated with something like dignity. When I was looking for more things I could sell, I came across an old CB radio and it occurred to me I might find a friend who didn’t know or care about who I was. I remembered the Caterpillar rental facility had a hundred-and-thirty-one-foot-tall
171000	172000	Section 14: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 8 The experience wrought a change in Junior and me that everybody had to reckon with in their own way: my relatives, co-workers, our church, even other grocery shoppers browsing the produce section. Most often, when the
172000	173000	Section 15: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 9 The wilderness was a good friend, but it was quiet. The peace I found there lacked staying power. After a trip I might feel good for a couple of days, but my all-encompassing exile ground me down quickly. I would sink
173000	174000	Section 16: ere were a lot of moving pieces, and since the show was new, they were still smoothing out some kinks in their shooting process. A man came up to me. “You must be Chris. Come with me.” Then he walked off down a hallway. Leaving Yvonne behind, I followed him down the stylish corporate carpet to a pair of double doors. Three black cameras were rolling. A wall of people behind them standing against a wall watching me. There was total silence in the room
174000	175000	Section 16: inally come. The Sunday night before we were first supposed to meet, a producer called and asked for hotel recommendations, telling us they would meet us at our house at 8:30 the following morning. We all scrambled around the house making it spit-shine clean. We got our best Sunday clothes out and got up early the next morning to make sure ou
175000	176000	Section 16: k to each other about things like who would get the most camera time, who was going to get noticed by some executive and become a star, and whose encounter would be the one to break open the case and explain everything. Even Yvonne and I, swept up in this tide of optimism, that maybe we could somehow turn this into some kind of healing opportunity for the children, agreed to allow the cameras to briefly show our names, faces, and voices. We wanted
176000	177000	Section 17: my joints at seemingly random intervals, blinding me for a moment while I twisted open a doorknob or picked up a pencil. It’s the kind of pain that overtakes your entire consciousness. Nothing exists but agony. Winter turned to spring as we endured day after day of ostracism and fear for our missing son. The garden exploded with vegetables and fruit a
177000	178000	Section 17: ng son. The garden exploded with vegetables and fruit as I planted and harvested everything the weather would allow. Most nights I spent alone in my study chatting to my CB radio friends, asking if they knew of people who needed food since I could hardly give enough of it away before it went bad. One morning in June I got up at sunrise to beat th
178000	179000	Section 17: yself everything I could about how to grow as much food as possible. I refused to use unnatural pesticides and fertilizers, wanting to be in harmony with the land. As part of this, I built a chicken coop and bought forty Rhode Island Red hens, raising them from when they were chicks. They would eventually all lay about an egg a day while producing enough manure to fertilize the garden. I spent our precious little money on a hundred gallons of oil for la
179000	180000	Section 18: and be the good father I so desperately wanted to be. One evening in the fall, the phone rang. The feeble, trembling voice was Junior’s. He was homeless on the street in California with no money. My heart sank hearing his unfamiliar voice: sad, rough, thinned by hunger. Luckily, he was alive, and Yvonne and I managed to scrape together enough money
180000	181000	Section 18: ed, he’d give it to me. It was a great stroke of luck. Yvonne, Emily, and I were ready to take a small vacation for the weekend and the boys had arranged to stay at friends’ houses. It would be a beautiful drive over the Blue Ridge mountains. We packed, locked up the house, and left on Friday afternoon with plans to get back Monday. When we returned I noticed my laptop was missing. I had set it on the counter next to Emily’s and Yvonne’s, both of
181000	182000	Section 18: into the car. She waved her hand over his eyes trying to snap him out of it, but he was still drugged, confused, unsure of where he was and what was happening. For all he knew, he was back hiding in the bushes along the Cape Fear River paralyzed as the eyes approached him. It was another nightmare he couldn’t wake up from. Powerless, Yvonne kept driving. Having seen the absolute horror on her son’s face, something shifted in her on the drive home. She
182000	183000	Section 18: nowledged what she had seen—the flashes and shadows in the house, the orb that followed them driving home the previous fall—to perfect strangers. Part of it was that she felt Charlotte was far enough away from her fellow Pentecostal Holiness members, but the bigger reason was that she was looking for answers for Junior as much as for herself now. She needed her son’s condition to improve, and she would do anything to help reduce his isolation. The silence a
183000	184000	Section 18: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 12 The fire caused thirty-five-thousand dollars’ worth of damage, handing our family another insurmountable burden. When the fire department arrived they directed their hose at the flaming underside of the house. Having
184000	185000	Section 19: halfway between the house and the tree-line, and from the glow of the headlights I saw the chair was empty. I heard a violent crash on the back porch. The heavy wrought-iron furniture sounded like it had all been overturned at once. I went to the back door and saw Yvonne on the ground, both legs bleeding, gasping for breath. I asked her what
185000	186000	Section 19: iding the lawnmower a little later than usual. The rest of the family was inside the house doing homework or other chores. From my study I could see the backyard. Around 9:30 p.m. I saw her headlights come around for the last section of the back yard. It was about four hundred feet from the house to the tree-line, and she started by going around
186000	187000	Section 19: these years: the beings had started to appear more often, and it seemed they were becoming more and more sensitive to our behavior. A more or less consistent call-and-response was beginning to form between us and them. As Yvonne explained what happened, I saw more than fear and pain in her eyes. There was also recognition. I left her with the children and went out to the yard to turn off the mower and see if it was still there. Nothing. The chi
187000	188000	Section 19: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 13 You may understand my knowledge in the mystery. Without notice Junior ran away again. We figured he had earned enough money to be alright for a few months. Our worrying didn’t take over our lives like before. Still,
188000	189000	Section 20: lt like nothing would ever change. It seemed my bad luck and selfish choices had marked us forever. Everything henceforth would be an uphill battle because of me. Around 9:30 I got up and went to the back porch steps. The same trees and bushes now waking up after winter, getting ready to grow a little taller, a little fuller. Soft rectangles
189000	190000	Section 20: n my room. The volume was unbelievably loud, like a sonic boom. Immediately I felt a chill. I shot up from lying down to sitting up in bed, looking around for him. I saw 3:00 a.m. glowing from my alarm clock then looked toward the foot of the bed. Goosebumps formed over my whole body. Movement. The hallmark dim holographic outlines of the shadow
