start	end	text
10000	11000	Section 7: City and Washington D.C., the pope’s parade was shortened while in Philadelphia to a simple tour around Independence Hall. Federal prosecutors ended up indicting a local man with plotting to assassinate the pope near the Ben Franklin Bridge. Whether this arrest had anything to do with us, I do not know. It was obvious though the serious attention that was given to what I had encountered only days earlier at the Burning Tree. I had just participated in an i
11000	12000	Section 7: t stayed with me). A retired U.S. Army Colonel and PhD, John Alexander was known for having had a hand in almost every top-secret paranormal military project. He was with billionaire Robert Bigelow the day Bigelow bought Skinwalker Ranch and he spent the first night there outside. To me, there was no more dangerous and imposing figure in the UFO world than Col. Alexander, and there I was standing face-to-face with him. I didn’t know what to do or say, s
12000	13000	Section 35: er at Potomac TRACON, the radar approach air traffic control facility in charge of the Washington, D.C. airspace, and inquired if they had any reports of UFOs in the area of Mt. Weather. Response: negative. He spoke with Chris Mellon, former Deputy Assistant Secretary of Defense for Intelligence about his telepathic experience. He spoke with Bryan Bender, senior national correspondent for POLITICO who submitted a FOIA request, #2019-009871, on his b
13000	14000	Section 7: ervices and achievements for his work in remote reviewing. Joe had been involved in remote viewing operations and experiments conducted by U.S. Army Intelligence and the Stanford Research Institute (SRI) dating back to 1978. John asked Joe if he would do a remote viewing of the current situation. This entailed following a more stringent set of pr
14000	15000	Section 25: alsettos of Robert Plant and Sandy Denny on “The Battle of Evermore.” I chose that song because Led Zeppelin was huge when I was a kid but mainly because it was longer than four minutes and I knew all the words already. With Chase and me as the last two in the chain, we weaved through the trees. One of the original ghost hunters was at the front with a flashlight. After a while walking, we arrived back at the clearing where the powerlines ran as
15000	16000	Section 25: he ditch and up the other, I remembered to start thinking about my song lyrics. I didn’t sing out loud for fear of ruining their investigation, and also because there is no imitating the vocal acrobatics and falsettos of Robert Plant and Sandy Denny on “The Battle of Evermore.” I chose that song because Led Zeppelin was huge when I was a kid but mainly because it was longer than four minutes and I knew all the words already. With Chase and me as the
16000	17000	Section 27: and the group knew about a dirt road that led about four miles up to the Linville Gorge overlook. From the overlook, we supposed we could see the famous Brown Mountain Lights, a phenomenon documented over centuries, from Native Americans to the pioneers to today. The history is long and complex, but there have always been reports of orbs, lights, and other objects in the sky surrounding the mountain. I was curious, and they wanted to see the phenomena t
17000	18000	Section 27: ing hard for her. By mid-June, Junior had come back home from Chapel Hill and was able to continue his convalescence at home. Yvonne and I felt a little like celebrating his recovery, so off we headed to Linville Falls, North Carolina, where two of our friends had a gorgeous twenty-room lodge on a mountainside. We got a late start Friday and met seven of our friends waiting for us in the lobby around 9:30 p.m. There were psychologists and other profe
18000	19000	Section 29: Florida. I would get to encounter the reality of space travel, the people, technology, and thunderous roar of our upward human leap. It was delivering the first test-flight of the crew module portion of the ORION Multi-Purpose Crew Vehicle by a Delta IV Heavy rocket. I drove twelve hours from Fayetteville down to Cape Canaveral on a Monday, stopping often along the way to stretch my stiff joints and go over the guidelines for the visit. I was hoping my ar
19000	20000	Section 33: ation. Having worked as a spy, he knew how to read people. In a voice of absolute certainty he detailed how significant this case had become. NASA, the CIA, the FBI, the NRO, the Vatican, and every division of the defense department had their hands in this, he said. The white house and other world leaders had been briefed on the events that
20000	21000	Section 35: embedded shower cap. As soon as Ross unhooked me, I made a beeline for the shower with hopes I could get a ketchup bottle full of Vaseline from my hair before dinner. What I did not know was that David had received from Dr. Harold Puthoff a tiny piece of metamaterial that, given its construction and composition, is believed not made on earth. A renowned physicist, Dr. Puthoff’s work dates back to the Stanford Research Institute (SRI) and the once classif
21000	22000	Section 35: ld-class UFO explorer, came out of his room, wiped a tear from his eye and said smiling, “You won’t get that online.” We all began to laugh. It was a beautiful moment. On the fourth day after lunch, David mentioned that Dr. Ross Dunseath, a scientist from UVA, wanted me to participate in an EEG experiment. I followed him to a specially-designed copper-clad room made for Joe McMoneagle’s remote viewing work, and then into an adjacent office. There a woma
22000	23000	Section 5: and offer a glimpse into the wilderness of mirrors that is the phenomenon. Eventually, if we begin to pay more attention, we may finally get to a place where we know where to start asking the right questions. I first met Chris Bledsoe through a mutual friend, Larry Frascella, who insisted that I meet with Chris given that our respective experiences with the phenomenon shared some similarities. Larry graciously arranged a meeting in New York City that
23000	24000	Section 5: t met Chris Bledsoe through a mutual friend, Larry Frascella, who insisted that I meet with Chris given that our respective experiences with the phenomenon shared some similarities. Larry graciously arranged a meeting in New York City that included my wife, Debbie, a psychologist, and Chris’s wife, Yvonne, and two of their children. During our meeting, both families shared our experiences in great detail along with the emotional and psychological eff
24000	25000	Section 7: a friend of his. Without telling me, he had called Joseph McMoneagle, Remote Viewer 001. This was the number assigned to Joe through the U.S. government’s classified remote viewing program. Joe was a decorated retired U.S. Army Chief Warrant Officer. He had received the Legion of Merit medal for exceptionally meritorious conduct in the performance of outstanding services and achievements for his work in remote reviewing. Joe had been involved in remote view
25000	26000	Section 7: he pope’s speaking engagements, seemed to best fit our combined information. This was a dangerous choke point in the itinerary. Larry made a call to a contact within the CIA. Security tightened on the Walt Whitman and Betsy Ross bridges, and vehicle traffic was completely shut down on the Ben Franklin Bridge. Compared to his two previous sto
26000	27000	Section 7: o get the pope to skip a speech out of security concerns. The pope’s visit had no doubt taken at least a year to plan, and the U.S. Secret Service would be there in addition to Pope Francis’s regular security detail, the Pontifical Swiss Guard. Time was ticking and we had done all we could in the city that day, so we headed back to Larry’s. When we arrived at the house, John pulled me aside and with whispery words told me he wanted to conduct a special exerci
27000	28000	Section 8: ok is an account of the fires I’ve wandered toward, what I’ve learned from them, and the people and forces that kept me safe. My mother, Carrie Faye, and father, Ted, both grew up with deep roots in the areas surrounding Saint Paul’s and Fayetteville, North Carolina. Like myself, they both grew up with little money and worked hard all their lives. My mother’s grandfather was known as a healer in the surrounding community. In Saint Paul’s, a small
28000	29000	Section 9: ilding projects. I had thought about going to the University of North Carolina in Chapel Hill, but the money wasn’t there. Dad said, wait a few years. Housing loans rose to twenty-one percent and no one wanted to build. Because Dad had a good reputation as a builder and many employees who needed work, he won a contract to build Housing and Urban Development apartments an hour and a half away in Wilmington, North Carolina. Naturally, I had to go wh
29000	30000	Section 24: Chris Bledsoe Chapter 18 Word got around in the MUFON organization about Diana’s interest in me and the possibility of a movie. In 2013, Diana offered to purchase my Life Story Rights naming her company in the contract, No Coincidences Management and Research, LLC. One sentence in the contract read, “With full knowledge, I hereby grant to you, perpetually and irrevocably, the unconditional and exclusive right throughout the universe to use, simulate and portray
30000	31000	Section 7: Goats , which was based on the best-selling book about John’s stint in the army’s efforts at harnessing paranormal techniques. The man who in 1987 was in a secret meeting with Uri Geller held on the third floor in the U.S. Capital building in a secured classified briefing room. The man whom, I was told, could make anyone disappear (which I felt could not possibly be true, but the fact that I heard it stayed with me). A retired U.S. Army Colonel a
31000	32000	Section 14: at home. When I had used the radio as a kid forty years before, I had used Hunter or Hound Dog as my callsign or handle. I turned it on for the first night, not knowing what to expect from such an outdated technology. “Hello Hunter this is Seven-Seven,” came booming deafeningly loud through the speakers. One aspect of CB radios is that the volume is partly a product of proximity between conversant parties. I hadn’t realized that since my antenna w
32000	33000	Section 15: ur old house so I looked up a clip from one of the shows. At the end of it, Stanton Friedman appeared on screen with message: “If you have seen a UFO, be sure to contact MUFON, the Mutual UFO Network, on their website.” I looked up this man’s name and saw he was a nuclear physicist and the first civilian on the scene at the Roswell crash. My f
33000	34000	Section 16: a wall watching me. There was total silence in the room. “We’re going to have you take a lie detector, Chris. This is Bob Durdak, your polygrapher. He’s worked with the FBI and is among the best at what he does,” one of the voices said. I got very worried. I didn’t see Steve. I didn’t know who was with MUFON and who was with Discovery. Only
34000	35000	Section 16: en, we were going to be believed. 8:30 rolled around and there was still no word. We figured they were Hollywood professionals and some minor mishap had kept them from maintaining their strict schedule. The phone rang. “Hi Chris. We’re actually going to need you and Yvonne to come by our hotel to sign some more documents. We’re staying at Wyndham Hotel. Can’t do anything until after we’ve taken care of this. Then half the crew will film at your
35000	36000	Section 18: , and we talked about my dream. His friend came in complaining about how it was so foggy he could hardly make the drive to our house. All Junior and I could do was look at each other, stunned. That spring, members of the North Carolina MUFON chapter continued to email me begging to come visit the property. They wanted to know if everything I said checked out as much as to experience the phenomena itself. There was a deep need in them to do this, and t
36000	37000	Section 18: A new year was coming, but they were driving home, the very place Junior feared most in the world. The North Carolina MUFON chapter had been emailing us all year asking us to speak at one of their meetings. That winter, Doctor Michael O’Connell emailed us with a message that convinced us to give it a try. His regression hypnosis represented the only positive outcome from the entire filming process, so we trusted him. Evidently, the Discovery series h
37000	38000	Section 25: as curious about what she knew about Saint Paul’s, so I told her what had happened with the ghost hunters, their missing time, and the glowing eyes. She asked where it was, and I told her it was the big white house where Shaw Mill Road dead-ends at Highway 20. “Well of course my parents are buried right there on Shaw Mill. Some of your father’s relatives are too. You know they go way back. Been here a long time.” She said, “But I know the house you’re
38000	39000	Section 26: as a painter, he often had a camera on him to take photos he could later paint from in his studio. It had been eight years since he lost his wife to a long struggle with cancer, while at the same time his mother had been ailing in a nursing home. He was sitting on a church’s front steps in New York City, at one of the lowest points of his life,
39000	40000	Section 27: back, it wouldn’t land like it used to. People he interacted with were getting older and more mature too, which helped. Junior had become more comfortable with talking about his experiences over the years. Tim Taylor and Hal Povenmire’s NASA credentials and words of support were unassailable shields he could rely on. When he got afraid at night of being watched, he could resort to strategies they had given him. Our extended family that had judged us
40000	41000	Section 27: g them and getting closer to nature. In any case, my answer satisfied them and our conversation sped on until one o’clock in the morning. We were all still having a good time, and one of us suggested we go try to see the Brown Mountain Lights. Brown Mountain was fairly close to us, and the group knew about a dirt road that led about four miles up to the Linville Gorge overlook. From the overlook, we supposed we could see the famous Brown Mountain Lights, a p
41000	42000	Section 29: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 23 Tim invited me to a rocket launch at the Kennedy Space Center in Cape Canaveral that fall. The August beforehand, a heavy package came in the mail stamped CONFIDENTIAL and PROPERTY OF THE U.S. GOVERNMENT. There were
42000	43000	Section 2: ble or responsible to any person or entity with respect to any loss or incidental or consequential damages caused, or alleged to have been caused, directly or indirectly, by the information or programs contained herein. Cover Design: David Broadwell Interior Design: Creative Publishing Book Design ISBN Paperback: 9798986571119 ISBN Hardcover: 9798986571126 ISBN eBook: 9798986571102
43000	44000	Section 30: he whole drive home, I could think of nothing else but her vacant defeated stare, sitting slouched on the couch. I prayed for her nonstop the whole two hours. Heal Sharon. Be with Sharon. Fill Sharon with hope and love. Give Sharon a sign if it be your will. I pulled into the driveway exhausted and stiff from the drive, but my dreams were vivid and energetic. I dreamed about Sharon, how she was touched by the phenomena and this would not be the en
44000	45000	Section 31: ds, the park, the Plaza hotel. We were mainly killing time before an important meeting. Brandon’s parents had invited us partly so I could meet a man named Jim Semivan. I had heard a few things about him, that he was the James Bond of the CIA and he wanted to meet me, but when I did some research that afternoon, I started to get a little nervous. He had a twenty-five-year career as an operations officer, essentially a spy, and retired as a member
45000	46000	Section 32: that there was no way of predicting it. I must have made enough of an impression on Col. John B. Alexander when in Philadelphia investigating the pope’s assassination plot, that he asked if he and his wife could come to Hope Mill. I was honored to accept, and they were on our doorstep just two weeks after my trip to New York City and Brandon’s bar mitzvah. It so happened that they were coming on the weekend my family was planning on celebrating
46000	47000	Section 34: A symptoms. It was difficult at first and felt like trying to learn a new language. I tried hard to remind myself why I was praying for myself: to be a healthy, present husband and father. My hope grew as Ash Wednesday, Maundy Thursday, and Good Friday arrived, but I was careful not to expect anything. I believe it’s crucial to be as receptive and present as possible. Yvonne and I spent a nice evening together that Saturday night. I was still getting
47000	48000	Section 34: and Katie Povenmire were due for a visit. Hal had been one of the first government officials to show up on our doorstep. Over the years we had grown quite attached to the towering burly genius NASA had sent to debunk the Cape Fear River incident. When he couldn’t, he became our friend, offering us the support we needed so much in the early years. It had been a while since we’d seen each other, so the whole family was looking forward to seeing them agai
48000	49000	Section 34: ke exactly the kind of scholar-government official hybrid that I had such good luck with in the past. I wrote back saying it would be an honor for him to come in December. The Friday after Thanksgiving that year, Hal and Katie Povenmire were due for a visit. Hal had been one of the first government officials to show up on our doorstep. Over the years we had grown quite attached to the towering burly genius NASA had sent to debunk the Cape Fear River in
49000	50000	Section 34: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 28 After Jim Semivan’s visit, three long years passed. RA, the immunosuppressants, and a relentless schedule of methotrexate chemotherapy had hobbled me. My hands—the tools I’d used to build countless houses, an airplan
50000	51000	Section 35: o get you to Monroe.” I had no idea what he was talking about but he explained that the Monroe Institute was the premiere center for research into the deepest aspects of consciousness. Using all manner of technology, especially audio-based experiments, the institute had pioneered consciousness research and was committed to the exploration of what is b
51000	52000	Section 5: e appearance of The Lady, to name a few. When Chris first told me his story, I was gobsmacked. The narrative was truly incredible. And I knew it was an honest recollection of the events that happened to him and his son, Chris Junior. And I am not alone in this view. Chris has probably been visited officially and unofficially by more “government types” and UFO researchers than any other contactee or experiencer. There’s a reason for this: the story
52000	53000	Section 5: UFO of GOD: The Extraordinary True Story of Chris Bledsoe FOREWORD Former CIA, Clandestine Directorate If there is a generally accepted truism in the study of UFOs and the phenomenon it is that the whole subject area is extraordinarily complex and
53000	54000	Section 6: hypothesis that consciousness is at the heart of these events that Chris illuminates. Readers should know that these concepts are directly related to spirituality. Nearly a century ago, it was Nobel Laureate physicist, Max Planck, who stated, “I regard consciousness as fundamental. I regard matter as derivative from consciousness. We cannot get behind consciousness. Everything that we talk about, everything that we regard as existing, postulates
54000	55000	Section 7: nd others. There was no one in the community he couldn’t get ahold of. After Yvonne and I placed our bags in the guest room Larry had set up, I was walking through the house and was shocked when I turned a corner and saw Colonel John B. Alexander standing there. I froze in my tracks, everything people had told me about the infamous colonel raced through my mind. He was the keeper of all the secrets. The man whom George Clooney portrayed in the movie The Men Who
55000	56000	Section 8: as surrounding Saint Paul’s and Fayetteville, North Carolina. Like myself, they both grew up with little money and worked hard all their lives. My mother’s grandfather was known as a healer in the surrounding community. In Saint Paul’s, a small township between the two major cities in the area, my mother grew up with her mother, depending on each other to make a living. My grandmother worked at cotton mills, my mom worked behind the soda counter at
56000	57000	Section 8: e Winn-Dixie grocery, and for twenty-one years at the A&P as a bookkeeper. My father and the Bledsoe name came from the late medieval Bletsoe family in Bedfordshire, England, where the mother of King Henry VII was born, Lady Margaret Beaufort, in Bletsoe Castle. My father’s ancestors arrived in the area around Fayetteville when it was still referred to as Cambellton, after the Scottish town Campbelltown where many of the recent settlers had come from in the
57000	58000	Section 9: was in that shape because it reminded its builder of revival tents. Sam had been named the head of the first general convention of the new Pentecostal Holiness Church, which that day was officially merged with the Fire-Baptized Holiness Association. Like the tabernacle they were in, the worshippers used all the scrappy ingenuity they had to build a new structure from old wreckage. Sam D. Page was Yvonne’s relative, and he had a leading role in the establishment of
58000	59000	Section 21: al. She told me to tell you what she said.” No response but the impatient rustling of the crowd. “There will be a 6.8 magnitude earthquake on September 23, 2012 in Baja, California. In New York this fall the elections will be disrupted.” I was breathless. I had no idea why I had said what I’d said. I realized my face was wet with tears. I looked up
59000	60000	Section 27: onstituted solid matter. It wasn’t until 2011 that this scientist, Daniel Schechtman, won the Nobel Prize for his discovery, though it took him a thirty-year battle with the academy to convince them of what he had seen. As Tim explained all of this to me, I could not help but feel that it was deeply related to the phenomena: how no two orbs look entirely the same, how coincidence governed my life in such unpredictable ways, how there was alwa
60000	61000	Section 35: hris Mellon, former Deputy Assistant Secretary of Defense for Intelligence about his telepathic experience. He spoke with Bryan Bender, senior national correspondent for POLITICO who submitted a FOIA request, #2019-009871, on his behalf to the FAA about the sighting “over or near Mt. Weather.” Several months later, David got a call from Chris and
61000	62000	Section 35: real-time by government officials and lay people alike, from young to old. My videos show interaction, plain and simple. The videos now number in the thousands and are increasing exponentially for reasons I do not know. Soon David was able to obtain permission from the Monroe Institute board to hold a private, invitation-only conference in May of 2022. The goal was to bring together a group of experiencers and researchers that share the same inte
62000	63000	Section 35: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 29 Ask and it will be given to you; seek and you will find; knock and the door will be opened to you. Colonel John Alexander wrote to me in September 2021. Over the years, we had our usual conversations about our experi
63000	64000	Section 6: er, 2022. One Tuesday afternoon (Pacific Time) I called Chris to discuss an upcoming television filming. While on the phone with me, Chris went outside and had a most unique observation. There, in the darkness (he was on East Coast Time) he observed several orbs and recorded them as he described them to me on the telephone. Importantly, on the recording includes parts of our discussion while he was watching those orbs moving in front of him. Thus, ther
64000	65000	Section 6: nce were undeniable. Our collegial relationship has sustained for years and Chris has continually updated me with videos he has taken of orbs. Significant events happened as this book was being written in October, 2022. One Tuesday afternoon (Pacific Time) I called Chris to discuss an upcoming television filming. While on the phone with me, Chris went outside and had a most unique observation. There, in the darkness (he was on East Coast Time) he
65000	66000	Section 7: ding there. I froze in my tracks, everything people had told me about the infamous colonel raced through my mind. He was the keeper of all the secrets. The man whom George Clooney portrayed in the movie The Men Who Stare At Goats , which was based on the best-selling book about John’s stint in the army’s efforts at harnessing paranormal techniques. The man who in 1987 was in a secret meeting with Uri Geller held on the third floor in the U.S. Ca
66000	67000	Section 7: We need him.” On Monday, plane tickets for my wife, Yvonne, and I arrived in the mail. Larry had deep pockets and a longstanding interest in experiences like mine, and it was clear he was taking this warning seriously. On Thursday, September 22, 2015, Yvonne and I boarded a plane for Philadelphia. We were met by a man standing in baggage claim holding up the name Bledsoe on an iPad. The gentleman gathered our belongings and escorted us to a waiti
67000	68000	Section 9: and he gave me a ride to their house. I walked in their front door and the businessman introduced me to Yvonne not knowing we had already met. Again, we hit it off and I asked her out on our first date that very night. On January 30th, 1911, a man by the name of Sam D. Page walked into a crowded octagonal church in Falcon, North Carolina. The church was built from timber that had been uprooted by a tornado and was in that shape because it remind
68000	69000	Section 11: ched the water ease by. The angle of the sun that time of year was such that it had to fight through branches earlier in the day to reach the ground. Sunset that day was 5:18 p.m., but where I was it was starting to get dark by 4:00. I decided to walk back and check on the guys and Junior. They were there in the clearing chatting while they fishe
69000	70000	Section 11: disaster with every ring did a number on my nerves. We were in a world of our own, rumbling down the road as it ran parallel to the river and sloped gently downward. At 2:30, we emerged from the woods onto a sunny clearing beside the Cape Fear River and got our tackle boxes and poles from the truck bed. Under a corridor of the dry, gray-brow
70000	71000	Section 15: ll of this very difficult while preserving a safe and nurturing home life for her. These conflicting impulses challenged all of us, and despite our newfound closeness made home life hard. Sketch by Emily at ten years old By December, I knew I had to take some kind of action, this time for all my family instead of just Junior and me. The only thing I could think to do was call MUFON again to see if they could give us any answers. They had kept calli
71000	72000	Section 15: made me grab my rifle and set off into the dark. After two weeks lingering on the MUFON website, I pressed send. A day later they emailed back from their headquarters in California. A nauseating mix of relief and dread swirled in me. Of course, they wanted to send investigators to my house. I knew that was the protocol but I hoped they could bypass
72000	73000	Section 15: re to contact MUFON, the Mutual UFO Network, on their website.” I looked up this man’s name and saw he was a nuclear physicist and the first civilian on the scene at the Roswell crash. My first feeling was relief. He was a professional and trustworthy man, offering a path forward for me. For the first time apart from my time with Junior and the
73000	74000	Section 17: after hobbling around the garden all day, the torture was unbearable. Yvonne drove me to the emergency room where the doctors diagnosed me with Rheumatoid Arthritis, an autoimmune disease that inflames the connective tissues that surround joints. The body’s immune system mistakenly attacks itself, resulting in inflammation and swelling. This expla
74000	75000	Section 17: ell rang. Ryan went and came back, saying there was a big man outside looking for a Chris Bledsoe. When I got home, I introduced myself and he explained that he was with NASA. He must have been 240lbs sitting on our living room sofa explaining that he had seen the episode and was simply curious about the case. He told us his credentials: a gr
75000	76000	Section 17: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 11 I built a garden in the backyard, hand-tilling row after row in the rich soil I’d grown up playing on. Centipedes and worms emerged from the ridges of furrows then tunneled back into the earth. I bought all kinds of
76000	77000	Section 17: weeks before the premiere of the Discovery episode. An invitation to the Virginia MUFON conference arrived and I accepted it against my better judgment. One night’s keynote event was to be about my case and presented by Rich Lang, one of the hosts of my episode. He called me one night a couple of weeks before the conference trying to convince me to come. My wariness was due as much to how poorly the shooting went as to how we were treated in the
77000	78000	Section 18: g avoided being fried by a mere twenty seconds cast a new kind of fear into the family. We added acts of God to the list of things that were out to get us: men in black, MUFON, Discovery Channel, the community, the church. This called into doubt my insistence that these were benevolent beings sent to help us. Like all my previous near-death ex
78000	79000	Section 18: investigation were instead used to pathologize me and question my credibility. It seemed that by going and talking, we would receive some of the vindication we had hoped to get from the episode. Yvonne and I drove to the Unity Church where the meeting was to be held. It was almost two years to the day after the initial encounter. The weather was about the same too, which made those nights feel eerily close. We were relieved to find that this MUFON c
79000	80000	Section 19: could feel safe and comfortable in. The other kids were growing up quickly, the garden was getting bigger now that I had a tiller, and Yvonne continued to work for the bank as an inspector. Every now and then one of the North Carolina MUFON people would come by to watch the sky. The phenomena remained a subtle presence in our lives, coming and going as they wished, either as shadow beings or as orbs in the trees over our house. We held it together, J
80000	81000	Section 21: y time in the past I thought things couldn’t get any worse, I ended up wrong. Only a few days after my encounter with the lady, I received a call from the North Carolina MUFON chapter asking me to speak at a conference in Asheville. They wanted me to talk about the river incident, but I knew I owed it to the lady to talk about her. It was too
81000	82000	Section 22: his family and ours would become friends, but at the time it came as a bit of a shock. We had a great time the rest of the weekend and ended up meeting many incredible people, several of whom we have kept up with since. Colonel John Alexander was there though we did not get the chance to meet then, but we would become close friends and collaborators in the coming years. Many of the people whose paths I crossed that weekend I would meet again. Three years lat
82000	83000	Section 22: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 16 The electoral disruptions I had predicted at the Asheville MUFON conference ended up happening. Diana emailed saying that I was correct about this disruption and that the storm had caused a lot of problems. It delaye
83000	84000	Section 23: aybe someone credentialed like him could talk to Junior and help him feel validated in his experiences on the river. He simply wanted to help us. The only other person who had offered such no-strings-attached support was Hal Povenmire, who was also from NASA and had begun to visit us a few times a year just to check in. Hal actually told us that he had been sent to us to debunk the story of the river incident, and that after four years of interviewin
84000	85000	Section 23: UFO of GOD: The Extraordinary True Story of Chris Bledsoe Chapter 17 And the prayer of faith will save the one who is sick, and the Lord will raise him up. One of the friends I made at the Gathering was Grant Cameron, a writer and researcher who has studied UFOs for decades. He sat in
85000	86000	Section 24: ace, military, and intelligence technology. As an inventor and engineer he held thirteen patents. His affiliations with government agencies were an endless trail of alphabet soup, though he was officially employed by the National Reconnaissance Office. The whole family, even Jeremy, who had just started another school year in Wilmington, returned home to meet him that morning. It just so happened that Chase Kloetzke called that morning saying she happened to be in th
86000	87000	Section 24: he rest of the family and I sat talking with Chase and Pete in the living room. Suddenly Jeremy stood up and went to Ryan’s bedroom. I could only guess that Ryan had texted him or signaled to him from around the corner. Next Emily went back there. One by one, everyone in the family except me disappeared to the other side of the house. Yvonne came back to sit with Chase, Pete, and me, but it was clear none of the kids were coming back. Chase and P
87000	88000	Section 24: iece of aluminum,” I answered. Tim reached into his backpack and pulled out another container. He took another piece of metal out of it, this one a similar matte, dark gray, but looked a bit wrinkled like aluminum foil. Then Tim demonstrated that it had an unusual property: it could be wrinkled and creased in the same manner as tin foil, but afterward could be perfectly smoothed out as if it had never been wrinkled in the first place. With the
88000	89000	Section 24: ng in, but he was more than friendly to all of us. Naturally, he was inclined to keep his activities and whereabouts on a strictly need-to-know basis. It created a fairly awkward situation at first. Pete was wearing a U.S. Navy Seal T-shirt, and it was impossible to discern from Tim’s stoic face whether that comforted or concerned him. Tim had been planning on briefing us, though none of us knew at the time what his intentions were with his visit.
89000	90000	Section 24: shocked. “No, it’s true that really happened!” I replied. She explained to me that in addition to MUFON, she was part of a network of investigators of the paranormal, and that she had gotten a report about an incident in Saint Paul’s. That Saturday night, a group of five people had driven an hour and a half from Wilmington to a farmhouse on a former plantation. Among the group was a former police officer, a nurse, a prison guard, and a father and
90000	91000	Section 26: a nice time together, though we didn’t experience any phenomena—to his disappointment. It just so happened that on the first Saturday of December, Emily was performing at a huge Christmas concert at the Crown Coliseum. Since Doug was an artist too, he wanted to come support her and decided to come back down the Friday beforehand. When I picked him up from the airport I noticed he was kind of hobbling around and wincing as he walked, so I asked h
91000	92000	Section 26: had been playing hockey the night before in New York and had gotten a terrible bruise just above the back of his knee on his hamstring. There was a lot he hadn’t seen on his first trip, so I took him to the sites on the Cape Fear River where it had all happened. I could see how nasty his injury was when he showed me. Purple, red, and black, it amazed me that he could bear to stand up. After I had pointed out where the various events had occurred, we g
92000	93000	Section 26: mother stood up and reached in the back door to pick it up. Utter terror on her face, she held it to her ear. She smiled. After a minute or two of us watching her smile, nod, and cry, she hung up the phone. She said that Chapel Hill didn’t detect any cancer. From their MRI, they only saw one tiny speck of growth, which was completely survivable as long as it was monitored. I jumped up from my chair and raised both my hands straight to the sky. With
