start	end	text
79000	80000	"Section 18: be answered, for the reason that its definition is practically that of THE ALL, which cannot be explained or defined. Spirit is simply a name that men give to the highest conception of Infinite Living Mind—it means ""the Real Essence""—it means Living Mind, as much superior to Life and Mind as we know them, as the latter are superior to mechanical Energy and Matter. Spirit transcends our understanding, and we use the term merely that we may think or"
80000	81000	"Section 18: creation and manifestation as we proceed. But this is the point to fix in your minds at this stage: THE UNIVERSE, AND ALL IT CONTAINS, IS A MENTAL CREATION OF THE ALL. Verily indeed, ALL IS MIND! ""THE ALL creates in its Infinite Mind countless Universes, which exist for aeons of Time—and yet, to THE ALL, the creation, development, decline and death of a million Universes is as the time of the twinkling of an eye.""—The Kybalion. ""The Infinite Mind of"
81000	82000	"Section 18: Universe, from simple ""centers of activity"" on to man, and then on and on still higher, all according to well-established and firmly enforced Laws of Nature. If you prefer the old figures of thought, you may think of the Masculine Principle as GOD, the Father, and of the Feminine Principle as NATURE, the Universal Mother, from whose womb all things have been born. This is more than a mere poetic figure of speech—it is an idea of the actual process of the c"
82000	83000	"Section 19: , and endeavor to use them to the best effect in our upward progress through life, as we travel from plane to plane of being. The Laws of the Universe are none the less ""Iron Laws"" because of the mental nature. All, except THE ALL, are bound by them. What is IN THE INFINITE MIND OF THE ALL is REAL in a degree second only to that Reality itsel"
83000	84000	Section 19: as if the fleeting things were real and substantial. With this difference, always, between the various hypotheses—that under the old views Mental Power was ignored as a Natural Force, while under Mentalism it becomes the Greatest Natural Force. And this one difference revolutionizes Life, to those who understand the Principle and its resulting laws and practice. So, finally, students all, grasp the advantage of Mentalism, and learn to know, use and apply the
84000	85000	"Section 19: e and grade, when he dares to consider the Laws of Nature as ""unreal!"" visionary and illusory, because he happens to be able to grasp the truth that the Laws are Mental in nature, and simply Mental Creations of THE ALL. Those Laws which THE ALL intends to be governing Laws are not to be defied or argued away. So long as the Universe endures, will they endure—for the Universe exists by virtue of these Laws which form its framework and which hold i"
85000	86000	"Section 19: nt of the ""Infinite and Eternal Energy"" as directly in the line of the Hermetic Teachings, always with the addition of their own doctrine that his ""Energy"" is the Energy of the Mind of THE ALL. With the Master-Key of the Hermetic Philosophy, the student of Spencer will be able to unlock many doors of the inner philosophical conceptions of the great English philosopher, whose work shows the results of the preparation of his previous incarnations. His teachi"
86000	87000	"Section 20: ess by a finite example. And, yet: ""As Below, so Above."" The difference is merely in degree. And just as THE ALL arouses itself from the meditation upon the Universe, so does Man (in time) cease from manifesting upon the Material Plane, and withdraws himself more and more into the Indwelling Spirit, which is indeed ""The Divine Ego."" There is one more matter of which we desire to speak in this lesson, and that comes very near to an invasion of the Meta"
87000	88000	"Section 20: How different this from the shocking half-truth so vociferously announced by certain of the half-wise, who fill the air with their raucous cries of: ""I am God!"" Imagine poor Micawber, or the sneaky Uriah Heep, crying: ""I Am Dickens""; or some of the lowly clods in one of Shakespeare's plays, eloquently announcing that: ""I Am Shakespeare!"" THE ALL is in the earthworm, and yet the earth-worm is far from being THE ALL. And still the wonder remains, th"
88000	89000	"Section 20: ll?"" The student will, of course, realize that the illustrations given above are necessarily imperfect and inadequate, for they represent the creation of mental images in finite minds, while the Universe is a creation of Infinite Mind—and the difference between the two poles separates them. And yet it is merely a matter of degree—the same Principle is in operation—the Principle of Correspondence manifests in each—""As above, so Below; as Below, so abo"
89000	90000	"Section 20: so, let us seek this truth, the understanding of which means so much. In this statement of truth—this Hermetic Maxim—is concealed one of the greatest philosophical, scientific and religious truths. We have given you the Hermetic Teaching regarding the Mental Nature of the Universe—the truth that ""the Universe is Mental—held in the Mind of THE ALL."" As the Kybalion says, in the passage quoted above: ""All is in THE ALL."" But note also the co-related state"
90000	91000	"Section 21: , etc., belonging to the lower sub-division of this Minor Plane. The Plane of Matter (C) comprises forms of the most subtle and tenuous Matter, the existence of which is not suspected by ordinary scientists. The Plane of Ethereal Substance comprises that which science speaks of as ""The Ether"", a substance of extreme tenuity and elasticity, pervading all Universal Space, and acting as a medium for the transmission of waves of energy, such as light, heat, e"
91000	92000	"Section 21: advanced Beings exist merely as creations of, and in, the Mind of THE ALL, and are subject to the Cosmic Processes and Universal Laws. They are still Mortal. We may call them ""gods"" if we like, but still they are but the Elder Brethren of the Race—the advanced souls who have outstripped their brethren, and who have foregone the ecstasy of Absorption by THE ALL, in order to help the race on its upward journey along The Path. But, they belong to the Uni"
92000	93000	Section 22: ity are but forms of vibratory motion connected in some way with, and probably emanating from the Ether. Science does not as yet attempt to explain the nature of the phenomena known as Cohesion, which is the principle of Molecular Attraction; nor Chemical Affinity, which is the principle of Atomic Attraction; nor Gravitation (the greatest mystery of the three), which is the principle of attraction by which every particle or mass of Matter is bound to every
93000	94000	"Section 22: the Physical Plane—namely, ""Vibrations at Will."" This power of course may be acquired only by the proper instruction, exercises, practice, etc., the science being that of Mental Transmutation, one of the branches of the Hermetic Art. A little reflection on what we have said will show the student that the Principle of Vibration underlies the wonderful phenomena of the power manifested by the Masters and Adepts, who are able to apparently set aside t"
94000	95000	Section 23: at Spirit and Matter are but the two poles of the same thing, the intermediate planes being merely degrees of vibration. They show that THE ALL and The Many are the same, the difference being merely a matter of degree of Mental Manifestation. Thus the LAW and Laws are the two opposite poles of one thing. Likewise, PRINCIPLE and Principles. Infinite Mind and finite minds. Then passing on to the Physical Plane, they illustrate the Principle by showing that He
95000	96000	"Section 23: Mental Plane. ""Love and Hate"" are generally regarded as being things diametrically opposed to each other; entirely different; unreconcilable. But we apply the Principle of Polarity; we find that there is no such thing as Absolute Love or Absolute Hate, as distinguished from each other. The two are merely terms applied to the two poles of the same thing. Beginning at any point of the scale we find ""more love,"" or ""less hate,"" as we ascend the scale; a"
96000	97000	"Section 26: is the Mother of all of the strange phenomena which have rendered useless the old textbooks, and which have caused many long accepted theories to be relegated to the scrap-pile of scientific speculation. The Cathode, or Negative Pole, is the Mother Principle of Electrical Phenomena, and of the finest forms of matter as yet known to science. So you see we are justified in refusing to use the term ""Negative"" in our consideration of the subject, and in"
97000	98000	"Section 27: , instead of producing original mental creations. Persons who can give continued attention and thought to a subject actively employ both of the Mental Principles—the Feminine in the work of the mental generation, and the Masculine Will in stimulating and energizing the creative portion of the mind. The majority of persons really employ the Masculine Principle but little, and are content to live according to the thoughts and ideas instilled into the ""M"
98000	99000	"Section 27: also finds that the ""I"" is able to stand aside and witness the operations of the ""Me's"" mental creation and generation. There is this dual aspect in the mind of every person. The ""I"" represents the Masculine Principle of Mental Gender—the ""Me"" represents the Female Principle. The ""I"" represents the Aspect of Being; the ""Me"" the Aspect of Becoming. You will notice that the Principle of Correspondence operates on this plane just as it does upon the gre"
99000	100000	Section 27: e Hermetic Teachings regarding Mental Gender. The Hermetic Teachers impart their instruction regarding this subject by bidding their students examine the report of their consciousness regarding their Self. The students are bidden to turn their attention inward upon the Self dwelling within each. Each student is led to see that his consciousness gives
100000	101000	"Section 27: ose of helping the student to assimilate his previously acquired knowledge with the teachings of the Hermetic Philosophy. Students of Hudson will notice the statement at the beginning of his second chapter of ""The Law of Psychic Phenomena,"" that: ""The mystic jargon of the Hermetic philosophers discloses the same general idea"" i.e., the duality of mind. If Dr. Hudson had taken the time and trouble to decipher a little of ""the mystic jargon of the Hermetic"
101000	102000	Section 28: eachings, as you may see by reference to the above quotation from The Kybalion, which states it forcibly. Knowledge without Use and Expression is a vain thing, bringing no good to its possessor, or to the race. Beware of Mental Miserliness, and express into Action that which you have learned. Study the Axioms and Aphorisms, but practice them also. We give below some of the more important Hermetic Axioms, from The Kybalion, with a few comments added to eac
102000	103000	Section 28: from one extreme of feeling to the other. The Hermetists also teach that the Law of Neutralization enables one, to a great extent, to overcome the operation of Rhythm in consciousness. As we have explained, there is a Higher Plane of Consciousness, as well as the ordinary Lower Plane, and the Master by rising mentally to the Higher Plane causes the sw
103000	104000	"Section 28: may be neutralized by an application of the Art of Polarization.""—The Kybalion. As we have explained in previous chapters, the Hermetists hold that the Principle of Rhythm manifests on the Mental Plane as well as on the Physical Plane, and that the bewildering succession of moods, feelings, emotions, and other mental states, are due to the backward and forward swing of the mental pendulum, which carries us from one extreme of feeling to the other. Th"
104000	105000	Section 5: and it is not clear when the tablet became part of this work. Holmyard was the first to find another early Arabic version (Ruska found a 12th century recension claiming to have been dictated by Sergius of Nablus) in the Kitab Ustuqus al-Uss al-Thani (Second Book of the Elements of Foundation) attributed to Jabir. Shortly after Ruska found another version appended to the Kitab Sirr al-Khaliqa wa San`at al-Tabi`a (Book of the Secret of Creation and th
105000	106000	"Section 19: r mind ever on the Star, but let your eyes watch over your footsteps, lest you fall into the mire by reason of your upward gaze. Remember the Divine Paradox, that while the Universe IS NOT, still IT IS. Remember ever the Two Poles of Truth the Absolute and the Relative. Beware of Half-Truths. What Hermetists know as ""the Law of Paradox"" is an aspect of the Principle of Polarity. The Hermetic writings are filled with references to the appearance o"
106000	107000	Section 10: e said [#9] it will overcome the high and the low because it in it is found the light of lights: and consequently the darkness will flee from it. [See Stapleton et al. p 74, 81.]
107000	108000	"Section 13: ings possessed by the world which have been so closely guarded as the fragments of the Hermetic Teachings which have come down to us over the tens of centuries which have elapsed since the lifetime of its great founder, Hermes Trismegistus, the ""scribe of the gods,"" who dwelt in old Egypt in the days when the present race of men was in its infancy. Contemporary with Abraham, and, if the legends be true, an instructor of that venerable sage, Hermes was, an"
108000	109000	Section 13: there may still be found a certain basic resemblance and correspondence which underlies the many and often quite divergent theories entertained and taught by the occultists of these different lands today. The student of Comparative Religions will be able to perceive the influence of the Hermetic Teachings in every religion worthy of the name, now known to man, whether it be a dead religion or one in full vigor in our own times. There is always certain corre
109000	110000	Section 13: thy of the name, now known to man, whether it be a dead religion or one in full vigor in our own times. There is always certain correspondence in spite of the contradictory features, and the Hermetic Teachings act as the Great Reconciler. The lifework of Hermes seems to have been in the direction of planting the great Seed-Truth which has grown and blossomed in so many strange forms, rather than to establish a school of philosophy which would dominate,
110000	111000	Section 14: me, and other ancient countries partook liberally at the feast of knowledge which the Hierophants and Masters of the Land of Isis so freely provided for those who came prepared to partake of the great store of Mystic and Occult Lore which the masterminds of that ancient land had gathered together. In ancient Egypt dwelt the great Adepts and Masters who have never been surpassed, and who seldom have been equaled, during the centuries that have taken
111000	112000	Section 14: ristian Church that which was its very essence and spirit, and causing it to grope throughout several centuries before it found the way back to its ancient faith, the indications apparent to all careful observers in this Twentieth Century being that the Church is now struggling to get back to its ancient mystic teachings. But there were always a few faithful souls who kept alive the Flame, tending it carefully, and not allowing its light to become exting
112000	113000	"Section 15: are but the poles of the same thing, and the Hermetist understands the art of transmuting Evil into Good, by means of an application of the Principle of Polarity. In short, the ""Art of Polarization"" becomes a phase of ""Mental Alchemy"" known and practiced by the ancient and modern Hermetic Masters. An understanding of the Principle will enable one to change his own Polarity, as well as that of others, if he will devote the time and study necessary to"
113000	114000	"Section 15: Law not recognized; there are many planes of causation, but nothing escapes the Law.""—The Kybalion. This Principle embodies the fact that there is a Cause for every Effect; an Effect from every Cause. It explains that: ""Everything Happens according to Law""; that nothing ever ""merely happens""; that there is no such thing as Chance; that while there are various planes of Cause and Effect, the higher dominating the lower planes, still nothing ever entirely"
114000	115000	"Section 15: mple of knowledge, and enter the same freely and intelligently. This Principle explains the true nature of ""Energy,"" ""Power,"" and ""Matter,"" and why and how all these are subordinate to the Mastery of Mind. One of the old Hermetic Masters wrote, long ages ago: ""He who grasps the truth of the Mental Nature of the Universe is well advanced on The Path to Mastery."" And these words are as true today as at the time they were first written. Without this Master"
115000	116000	"Section 15: the Laws of Created Things, and that the universe, as a whole, and in its parts or units, has its existence in the Mind of THE ALL, in which Mind we ""live and move and have our being."" This Principle, by establishing the Mental Nature of the Universe, easily explains all of the varied mental and psychic phenomena that occupy such a large portion of the public attention, and which, without such explanation, are non-understandable and defy scientific t"
116000	117000	Section 15: the Masters of Ancient Egypt. This Principle explains that the differences between different manifestations of Matter, Energy, Mind, and even Spirit, result largely from varying rates of Vibration. From THE ALL, which is Pure Spirit, down to the grossest form of Matter, all is in vibration—the higher the vibration, the higher the position in the scale. The vibration of Spirit is at such an infinite rate of intensity and rapidity that it is practica
117000	118000	"Section 16: ""Mind (as well as metals and elements) may be transmuted, from state to state; degree to degree; condition to condition; pole to pole; vibration to vibration. True Hermetic Transmutation is a Mental Art.""—The Kybalion. As we have stated, the Hermetists were the original alchemists, astrologers, and psychologists, Hermes having been the founder of these schools of thought. From astrology has grown modern"
118000	119000	Section 16: iring changed conditions of life. The public are so generally informed regarding these things at present, that we do not deem it necessary to mention the same at length, our purpose at this point being merely to show the Hermetic Principle and Art underlying all of these various forms of practice, good and evil, for the force can be used in opposite directions according to the Hermetic Principles of Polarity. In this little book we shall state the basic p
119000	120000	"Section 16: r, Force and mind. So you see, therefore, that Mental Transmutation is really the ""Magic"" of which the ancient writers had so much to say in their mystical works, and about which they gave so few practical instructions. If All be Mental, then the art which enables one to transmute mental conditions must render the Master the controller of material conditions as well as those ordinarily called ""mental."" As a matter of fact, none but advanced M"
120000	121000	"Section 17: ""Under, and back of, the Universe of Time, Space and Change, is ever to be found The Substantial Reality—the Fundamental Truth.""—The Kybalion. ""Substance"" means: ""that which underlies all outward manifestations; the essence; the essential reality; the thing in itself,"" etc. ""Substantial"" means: ""actually existing; being the essential element; b"
121000	122000	"Section 17: here is really no such thing as Matter—that what we call Matter is merely ""interrupted energy or force,"" that is, energy or force at a low rate of vibration. As a recent writer has said ""Matter has melted into Mystery."" Even Material Science has abandoned the theory of Matter, and now rests on the basis of ""Energy."" Then is THE ALL mere Energy or Force? Not Energy or Force as the materialists use the terms, for their energy and force are blind, mechanical t"
122000	123000	"Section 17: ilosophies worthy of the name have been based upon this thought. Men have given to this Substantial Reality many names—some have called it by the term of Deity (under many titles). Others have called it ""The Infinite and Eternal Energy"" others have tried to call it ""Matter""—but all have acknowledged its existence. It is self-evident it needs no argument. In these lessons we have followed the example of some of the world's greatest thinkers, both ancie"
123000	124000	Section 17: ng down; creation and destruction; birth, growth and death. Nothing endures but Change. And if he be a thinking man, he realizes that all of these changing things must be but outward appearances or manifestations of some Underlying Power—some Substantial Reality. All thinkers, in all lands and in all times, have assumed the necessity for postulating the existence of this Substantial Reality. All philosophies worthy of the name have been based upon this
124000	125000	"Section 17: not be THE ALL. And as there is Nothing outside of THE ALL, in Reality, then any and all such finite things must be as Nothing in Reality. Now do not become befogged, nor frightened—we are not trying to lead you into the Christian Science field under cover of Hermetic Philosophy. There is a Reconciliation of this apparently contradictory state of affairs. Be patient, we will reach it in time. We see around us that which is called ""Matter,"" which forms th"
125000	126000	Section 18: oth thoughts being an absurdity. Is there no third way in which MAN creates? Yes, there is—he CREATES MENTALLY! And in so doing he uses no outside materials, nor does he reproduce himself, and yet his Spirit pervades the Mental Creation. Following the Principle of Correspondence, we are justified in considering that THE ALL creates the Universe MENTALLY, in a manner akin to the process whereby Man creates Mental Images. And, here is where the report of
126000	127000	Section 18: r akin to the process whereby Man creates Mental Images. And, here is where the report of Reason tallies precisely with the report of the Illumined, as shown by their teachings and writings. Such are the teachings of the Wise Men. Such was the Teaching of Hermes. THE ALL can create in no other way except mentally, without either using material (and there is none to use), or else reproducing itself (which is also impossible). There is no escape f
127000	128000	Section 18: with the highest teachings of the Illumined. Just as you, student, may create a Universe of your own in your mentality, so does THE ALL create Universes in its own Mentality. But your Universe is the mental creation of a Finite Mind, whereas that of THE ALL is the creation of an Infinite. The two are similar in kind, but infinitely different in degree. We shall examine more closely into the process of creation and manifestation as we proceed. But t
128000	129000	Section 19: ) then indeed does it so become for him, and like a sleep-walker he stumbles ever around and around in a circle, making no progress, and being forced into an awakening at last by his falling bruised and bleeding over the Natural Laws which he ignored. Keep your mind ever on the Star, but let your eyes watch over your footsteps, lest you fall into the mire by reason of your upward gaze. Remember the Divine Paradox, that while the Universe IS NOT, sti
129000	130000	"Section 19: e whether this be not true of them. But the Absolute point of view shows merely one side of the picture—the other side is the Relative one. Absolute Truth has been defined as ""Things as the mind of God knows them,"" while Relative Truth is ""Things as the highest reason of Man understands them."" And so while to THE ALL the Universe must be unreal and illusionary, a mere dream or result of meditation,—nevertheless, to the finite minds forming a part of t"
130000	131000	Section 19: is is not to be wondered at, when we realize the influence of the Hermetic thought of the early philosophers of Greece, upon whose foundations of thought the theories of modern science largely rest. The acceptance of the First Hermetic Principle (Mentalism) is the only great point of difference between Modern Science and Hermetic students, and Science is gradually moving toward the Hermetic position in its groping in the dark for a way out of the Labyrinth into
131000	132000	"Section 20: editation"" in describing the process of the mental creation of the Universe in the Mind of THE ALL, the word ""Contemplation"" also being frequently employed. But the idea intended seems to be that of the employment of the Divine Attention. ""Attention"" is a word derived from the Latin root, meaning ""to reach out; to stretch out,"" and so the act of Attention is really a mental ""reaching out; extension"" of mental energy, so that the underlying idea is readi"
132000	133000	"Section 20: Illumined! The above illustration of the ""meditation,"" and subsequent ""awakening from meditation,"" of THE ALL, is of course but an attempt of the teachers to describe the Infinite process by a finite example. And, yet: ""As Below, so Above."" The difference is merely in degree. And just as THE ALL arouses itself from the meditation upon the Universe, so does Man (in time) cease from manifesting upon the Material Plane, and withdraws himself more"
133000	134000	"Section 20: of Force, so that finally that which left THE ALL as unindividualized energy returns to its source as countless highly developed Units of Life, having risen higher and higher in the scale by means of Physical, Mental and Spiritual Evolution. The ancient Hermetists use the word ""Meditation"" in describing the process of the mental creation of the Universe in the Mind of THE ALL, the word ""Contemplation"" also being frequently employed. But the idea intended s"
134000	135000	"Section 20: s considered to be the furthest removed from THE ALL, while the beginning of the Evolutionary stage is regarded as the beginning of the return swing of the pendulum of Rhythm—a ""coming home"" idea being held in all of the Hermetic Teachings. The Teachings are that during the ""Outpouring,"" the vibrations become lower and lower until finally the urge ceases, and the return swing begins. But there is this difference, that while in the ""Outpouring"" the creativ"
135000	136000	"Section 20: s the Understanding which entitled them to the Teaching. At any rate, if Hermes possessed the Secret, he failed to impart it, and so far as the world is concerned THE LIPS OF HERMES ARE CLOSED regarding it. And where the Great Hermes hesitated to speak, what mortal may dare to teach? But, remember, that whatever be the answer to this problem, if indeed there be an answer the truth remains that: ""While All is in THE ALL, it is equally true that THE A"
136000	137000	"Section 20: show that we recognize the question, and also the absurdity of the ordinary answers of metaphysics and theology. In conclusion, it may be of interest to our students to learn that while some of the ancient, and modern, Hermetic Teachers have rather inclined in the direction of applying the Principle of Correspondence to the question, with the result of the ""Inner Nature"" conclusion,—still the legends have it that HERMES, the Great, when asked this ques"
137000	138000	"Section 20: yet it is merely a matter of degree—the same Principle is in operation—the Principle of Correspondence manifests in each—""As above, so Below; as Below, so above."" And, in the degree that Man realizes the existence of the Indwelling Spirit immanent within his being, so will he rise in the spiritual scale of life. This is what spiritual development means—the recognition, realization, and manifestation of the Spirit within us. Try to remember this last defi"
138000	139000	"Section 22: ""Nothing rests; everything moves; everything vibrates.""—The Kybalion. The great Third Hermetic Principle—the Principle of Vibration—embodies the truth that Motion is manifest in everything in the Universe—that nothing is at rest—that everything moves, vibrates, and circles. This Hermetic Principle was recognized by some of"
139000	140000	"Section 22: d in turn manifest the various mental stages, and then on Spiritward, until it would finally re-enter THE ALL, which is Absolute Spirit. The ""object,"" however, would have ceased to be an ""object"" long before the stage of Ethereal Substance was reached, but otherwise the illustration is correct inasmuch as it shows the effect of constantly increased rates and modes of vibration. It must be remembered, in the above illustration, that at the stages at which"
140000	141000	Section 22: rough, and using material forms, but thus becoming entangled and confined in their creations of material forms, which, to an extent, is true of all creations, the creating force becoming involved in its creation. But the Hermetic Teachings go much further than do those of modern science. They teach that all manifestation of thought, emotion, reason, will or desire, or any mental state or condition, are accompanied by vibrations, a portion of which are thr
141000	142000	"Section 23: as its pair of opposites; like and unlike are the same; opposites are identical in nature, but different in degree; extremes meet; all truths are but half-truths; all paradoxes may be reconciled.""—The Kybalion. The great Fourth Hermetic Principle—the Principle of Polarity embodies the truth that all manifested things have ""two sides""; ""two aspects""; ""two poles""; a ""pair of opposites,"" with manifold degrees between the two extremes. The old paradoxes, which have"
142000	143000	Section 24: , the understanding of which fact enabled them to rise to the higher plane and thus escape the swing of the Rhythmic pendulum which manifested on the lower plane. In other words, the swing of the pendulum occurred on the Unconscious Plane, and the Consciousness was not affected. This they call the Law of Neutralization. Its operations consist in the raising of the Ego above the vibrations of the Unconscious Plane of mental activity, so that the negative-
143000	144000	Section 25: ance. The blind goddess has been abolished by Reason. We are able to see now, with eyes made clear by knowledge, that everything is governed by Universal Law—that the infinite number of laws are but manifestations of the One Great Law—the LAW which is THE ALL. It is true indeed that not a sparrow drops unnoticed by the Mind of THE ALL—that even the hairs on our head are numbered—as the scriptures have said. There is nothing outside of Law; nothing th
144000	145000	Section 25: ation of the higher planes, but fall in with the higher laws, and thus master circumstances on the lower plane. They thus form a conscious part of the Law, instead of being mere blind instruments. While they Serve on the Higher Planes, they Rule on the Material Plane. But, on higher and on lower, the Law is always in operation. There is no such thing as Chance. The blind goddess has been abolished by Reason. We are able to see now, with eyes made cle
145000	146000	Section 25: Free Will, or Determinism, in this work, for various reasons. Among the many reasons, is the principal one that neither side of the controversy is entirely right—in fact, both sides are partially right, according to the Hermetic Teachings. The Principle of Polarity shows that both are but Half-Truths the opposing poles of Truth. The Teachings are that a man may be both Free and yet bound by Necessity, depending upon the meaning of the terms, and the heig
146000	147000	"Section 26: all of these things are manifestations of the Gender Principle? Can you not see that the phenomena is ""on all fours"" with that of the corpuscles or electrons? And more than this, can you not see the reasonableness of the Hermetic Teachings which assert that the very Law of Gravitation—that strange attraction by reason of which all particles and bodies of matter in the universe tend toward each other is but another manifestation of the Principle of Gender,"
147000	148000	"Section 26: has a much broader and more general meaning than the term ""Sex,"" the latter referring to the physical distinctions between male and female living things. Sex is merely a manifestation of Gender on a certain plane of the Great Physical Plane—the plane of organic life. We wish to impress this distinction upon your minds, for the reason that certain writers, who have acquired a smattering of the Hermetic Philosophy, have sought to identify this Seventh Hermet"
148000	149000	"Section 27: dual-mind idea which has manifested itself so strongly during the past ten or fifteen years, and which has given rise to a number of plausible theories regarding the nature and constitution of these ""two minds."" The late Thomson J. Hudson attained great popularity in 1893 by advancing his well-known theory of the ""objective and subjective minds"" which he held existed in every individual. Other writers have attracted almost equal attention by the theories"
149000	150000	Section 28: on the Positive pole. The Master, of course, attains a far greater degree of proficiency, because he understands the law which he is overcoming by a higher law, and by the use of his Will he attains a degree of Poise and Mental Steadfastness almost impossible of belief on the part of those who allow themselves to be swung backward and forward by the mental pendulum of moods and feelings. Remember always, however, that you do not really destroy the Principle
150000	151000	"Section 28: operation the principle of Polarity and concentrate upon the opposite pole to that which you desire to suppress. Kill out the undesirable by changing its polarity.""—The Kybalion. This is one of the most important of the Hermetic Formulas. It is based upon true scientific principles. We have shown you that a mental state and its opposite were merely the two poles of one thing, and that by Mental Transmutation the polarity might be reversed. This Principl"
151000	152000	"Section 28: uted from state to state; degree to degree, condition to condition; pole to pole; vibration to vibration.""—The Kybalion. The mastery of Polarization is the mastery of the fundamental principles of Mental Transmutation or Mental Alchemy, for unless one acquires the art of changing his own polarity, he will be unable to affect his environment. An understanding of this principle will enable one to change his own Polarity, as well as that of others, if he"
152000	153000	Section 5: s of Foundation) attributed to Jabir. Shortly after Ruska found another version appended to the Kitab Sirr al-Khaliqa wa San`at al-Tabi`a (Book of the Secret of Creation and the Art of Nature), which is also known as the Kitab Balaniyus al-Hakim fi'l-`Ilal (book of Balinas the wise on the Causes). It has been proposed that this book may have been written as early as 650, and was definitely finished by the Caliphate of al-Ma'mun (813-33). Scholars have
153000	154000	"Section 8: , thereby receiving both superior and inferior power; thus will it be made powerful and glorious in the clarity of Unity, demonstrate its ability to bring forth every number, and put to flight all obscurity"". Bacstrom: ""Last Digestion. The Azoth ascends from the Earth, from the bottom of the Glass, and re-descends in Veins and drops into the Earth and by this continual circulation the Azoth is more and more subtilized, Volatilizes Sol and carries the"
154000	155000	Section 11: all derknesse. 10) The higher vertue ouer-cometh all, for sothe all thynne thyng doth in dense thynges. 11a) After the disposicion of the more world rynneth this worchyng. 13) And for this prophetisyng of the trynyte of God Hermogenes it called Triplex, trebil in philosophie, as Aristotle seith. [See Manzalaoui 1977: 65-6.] Translation of same source, made c. 1485. 1) The trwthe is so, and that it is no dowght, 2) that lower thyngis to hyer thyng, an
155000	156000	"Section 27: e ""discovered the truth."" The student turns back the pages of occult history, and away back in the dim beginnings of occult teachings he finds references to the ancient Hermetic doctrine of the Principle of Gender on the Mental Plane—the manifestation of Mental Gender. And examining further he finds that the ancient philosophy took cognizance of the phenomenon of the ""dual mind,"" and accounted for it by the theory of Mental Gender. This idea of Ment"
156000	157000	Section 10: A Commentary of Ibn Umail Hermus said the secret of everything and the life of everything is Water... This water becomes in wheat, ferment; in the vine, wine; in the olive, olive oil... The beginning of the child is from water... Regarding this spiritu
157000	158000	Section 13: m the land of the Ganges many advanced occultists wandered to the land of Egypt, and sat at the feet of the Master. From him they obtained the Master-Key which explained and reconciled their divergent views, and thus the Secret Doctrine was firmly established. From other lands also came the learned ones, all of whom regarded Hermes as the Master of Masters, and his influence was so great that in spite of the many wanderings from the path on the part of
158000	159000	"Section 13: ribe of the gods,"" who dwelt in old Egypt in the days when the present race of men was in its infancy. Contemporary with Abraham, and, if the legends be true, an instructor of that venerable sage, Hermes was, and is, the Great Central Sun of Occultism, whose rays have served to illumine the countless teachings which have been promulgated since his time. All the fundamental and basic teachings embedded in the esoteric teachings of every race may be traced"
159000	160000	"Section 13: when the light of truth grew dim, and clouded by reason of neglect, and when the wicks became clogged with foreign matter. There were always a few to tend faithfully the altar of the Truth, upon which was kept alight the Perpetual Lamp of Wisdom. These men devoted their lives to the labor of love which the poet has so well stated in his lines: ""O, let not the flame die out! Cherished age after age in its dark cavern—in its holy temples cherished. Fed"
160000	161000	"Section 15: d Dull""? Between ""Noise and Quiet""? Between ""High and Low""? Between ""Positive and Negative""? The Principle of Polarity explains these paradoxes, and no other Principle can supersede it. The same Principle operates on the Mental Plane. Let us take a radical and extreme example—that of ""Love and Hate,"" two mental states apparently totally different. And yet there are degrees of Hate and degrees of Love, and a middle point in which we use the terms ""Li"
161000	162000	Section 15: e Hermetists have grasped this Principle, finding its universal application, and have also discovered certain means to overcome its effects in themselves by the use of the appropriate formulas and methods. They apply the Mental Law of Neutralization. They cannot annul the Principle, or cause it to cease its operation, but they have learned how to escape its effects upon themselves to a certain degree depending upon the Mastery of the Principle. Th
162000	163000	Section 15: e. All individuals who have attained any degree of Self-Mastery do this to a certain degree, more or less unconsciously, but the Master does this consciously, and by the use of his Will, and attains a degree of Poise and Mental Firmness almost impossible of belief on the part of the masses who are swung backward and forward like a pendulum. This Principle and that of Polarity have been closely studied by the Hermetists, and the methods of counteracting
163000	164000	Section 15: o them we are able to understand much that would otherwise be unknowable to us. This Principle is of universal application and manifestation, on the various planes of the material, mental, and spiritual universe—it is an Universal Law. The ancient Hermetists considered this Principle as one of the most important mental instruments by which man was able to pry aside the obstacles which hid from view the Unknown. Its use even tore aside the Veil of Isi
164000	165000	"Section 15: s, but they help to RULE on their own plane. In this statement there is condensed a wealth of Hermetic knowledge—let him read who can. 7. The Principle of Gender ""Gender is in everything; everything has its Masculine and Feminine Principles; Gender manifests on all planes.""—The Kybalion. This Principle embodies the truth that there is GENDER manifested in everything—the Masculine and Feminine Principles ever at work. This is true not only of the Physical P"
165000	166000	"Section 15: The Principle of Mentalism. 2. The Principle of Correspondence. 3. The Principle of Vibration. 4. The Principle of Polarity. 5. The Principle of Rhythm. 6. The Principle of Cause and Effect. 7. The Principle of Gender. These Seven Principles will be discussed and explained as we proceed with these lessons. A short explanation of each, however, may as well be given at this point. 1. The Principle of Mentalism ""THE ALL IS MIND; The Universe is Mental.""—The Ky"
