start	end	text
156000	157000	Section 36: aerospace engineer Robert H. Goddard’s rocket laboratory during the 1930s: a site selected because of its remoteness and security. Goddard [1882–1945] made very many important discoveries at Roswell, and once entertained General Jimmy Doolittle there who would go on to become chairman of the National Advisory Committee for Aeronautics [NACA], the forerunner of NASA. Goddard’s work was spied upon by both the Nazis and the Soviets in the 1930s, but the value of
157000	158000	Section 36: orce the governments of the world to disarm; if they did not, then the Aliens would return to destroy the Earth completely. In 1951, the ravages of the Second World War were fresh in everyone’s minds. Sam Jaffe played an Albert Einstein–type character whose complex mathematical equations were corrected by Klaatu as a demonstration of his alien pedigree. It had been Einstein who warned President Roosevelt of the threat posed by the Nazi war machine and
158000	159000	Section 33: ential Election, March 2019 In the late summer of 2016, at the height of a contentious and dramatic presidential election in the United States, an online entity known as WikiLeaks dumped a large number of emails hacked from the account of Hillary Clinton’s campaign manager, John Podesta. Clinton was running against Donald Trump, and it was no secr
159000	160000	Section 33: n May 1990, the two countries met at the small Russian town of Dalnegorsk to develop a strategy for investigating UFOs. According to a declassified FBI report dated May 21, 1990, with the subject “USSR, PRC Scientists in Joint Study of UFO’s,” the seaside town of Dalnegorsk—northeast of Vladivostok on the Sea of Japan—was selected due to the high incidence of UFOs sighted there. As mentioned in the previous chapter, China has associated the UFO Phe
160000	161000	Section 6: lon and Dr. Garry Nolan were part of the original To The Stars project begun in 2017–2018. Another member at that time was former Pentagon counterintelligence specialist Lue Elizondo, the man who startled us all with revelations about the existence of AATIP, the Advanced Aerospace Threat Identification Program that he ran at the Pentagon, which focus
161000	162000	Section 33: ct matter was within the security organs’ field of vision. . . . In our country, for example, practically all the people who possessed supernatural capabilities were under the control of the KGB.” —Interview with KGB/FSO Major General Boris Ratnikov in Rossiiskaya Gazeta, 2006187 The Internet Research Agency (IRA) carried out the earliest Russian interference operations identified by the investigation—a social media campaign designed to provoke and amplify politica
162000	163000	Section 33: enomenon will give cover to those who experiment with alternate forms of energy, exotic methods of propulsion, and different approaches to the problem of consciousness. The pioneering work of American scientists, such as Hal Puthoff and Jacques Vallée, who studied both UFOs and psychic phenomena deserves another, deeper examination in light of the verified sightings revealed by the Pentagon and the AATIP program. There will always be charlatans and
163000	164000	Section 33: n himself felt it necessary to address the rumors of a secret Illuminati organization in the newly formed United States of America. This was ironic, considering that George Washington was a Freemason, as were many of the Founding Fathers, and that Freemasonry would become the new target barely fifty years later. And, of course, the true origin story of American cult hysteria begins with the Salem witchcraft trials of 1692. What many may not realize is t
164000	165000	Section 33: thus representative of the official line. But then came the waffling by Russian scientists who doubted the story, and the matter was dropped (except for rumors about it that spread throughout the country). Similar to the American Roswell incident—which was immediately classified as the crash of a “flying saucer” and then later amended to “weather balloon” and then “Operation Mogul balloon,” etc.—the official Soviet representation of the UFO Phenomenon i
165000	166000	Section 35: e lone writer living in small-town New England. But it was the time of the first Gulf War, so he had to entertain the possibility that there was an ulterior motive that he could not divine. He had known Arab nationals in New York City, once had attended a hafla to raise money for the Red Crescent Society, and had known members of the PLO observer office near the United Nations building. But all of that was in the 1960s and 1970s. This event took plac
166000	167000	Section 36: at all is practically miraculous, but at the same time a different culture was created out of the fragments of African culture and slave culture, and amended, expanded, and reimagined with elements of North American and South American culture, becoming in the process a vibrant—yet constantly challenged through racism, violence, and prejudice—new form of experience and interpretation of the world, albeit one that is largely ignored or devalued (at tim
167000	168000	Section 36: azi Germany intent on eradicating Jews, Roma, Slavs, and others as well as the infirm and the mentally and physically challenged. The Japanese invasion and occupation of China saw a similar racial policy enacted there. The impact of money and finance on the prosecution of armed conflict has always been with us, but during the Second World War
168000	169000	Section 36: gree. World War II saw the culmination of all these points of intersection in the development and use of the first atomic weapons. This came at a time when race and genetics were also an important aspect of the war, with Nazi Germany intent on eradicating Jews, Roma, Slavs, and others as well as the infirm and the mentally and physically challenged. The Japanese invasion and occupation of China saw a similar racial policy enacted there. The impact o
169000	170000	Section 36: nants of ancient civilizations in North America, of cultures we have come to call Adena and Hopewell and Woodlands, famous for their giant earthworks. The Serpent Mound, the mounds of Chillicothe, Ohio, and Moundsville, West Virginia, are only a few examples. In South America, there were the cultures of the Aztecs, the Mayans, and the Incans—to name only the most well known—with their own grand architectures, complex civilizations, mathematics, astr
170000	171000	Section 36: physically challenged. The Japanese invasion and occupation of China saw a similar racial policy enacted there. The impact of money and finance on the prosecution of armed conflict has always been with us, but during the Second World War this aspect became even more pronounced. Enormous amounts of investment were necessary to create the superweapons that would decide the war’s outcome, as well as pay for the oil and gas needed to fuel the war engines. W
171000	172000	Section 36: range nexus between a dedicated occultist—Jack Parsons—and the American space program, and we should not forget the American flying saucer enthusiast who was also a committed Nazi: William Dudley Pelley. Let’s not forget Andrija Puharich, who believed himself to be in contact with extraterrestrials at the same time he was advising the US military on the weaponization of the paranormal. This all took place during the Cold War, when overflowing rivers of
172000	173000	Section 36: They saw what they described as a white Tic Tac–shaped craft with no apparent wings, rudder, or exhaust that took evasive actions when approached by the F/A-18Fs but did not take any aggressive action against them. The “Tic Tacs” performed what would be impossible aerial maneuvers for any known aircraft. The Hornets could not get a radar lock on the AAV but were able to video the encounter using Raytheon’s AN/ASQ-228 Advanced Targeting Forward-
173000	174000	Section 37: ally. In fact, the very design of Bentham’s panopticon—a circular building with windows all around—seems like an architectural version of the classic “flying saucer,” the mothership, perhaps, from Close Encounters of the Third Kind. Or the Death Star from Star Wars. Either way, Jung’s saucer-as-mandala and Bentham’s maximum-security prison are two ways of looking at the same Phenomenon. It is more than that, however. The idea that our planet may b
174000	175000	Section 44: elcome to the War Room 1. Steampunk Dreams: Writers, Wizards, and the Alien 3. Weaponizing the Wizards: Nazi UFOs 7. The Journey to the East 8. The Russia House: UFOs, Nukes, and Information Warfare 9. The Blanche DuBois Rule Afterword: The Alien in the Panopticon
175000	176000	Section 6: and not in one of the laboratories or factories, and thus he did not have a security clearance. (It is interesting to note, though, that one of Bob Lazar’s ID badges at Area 51 bore the Bendix logo.) Neither Tom DeLonge nor Peter Levenda have been read-in to any SAPs or CAPs (Controlled Access Programs). But, thanks to Tom’s unprecedented acces
176000	177000	Section 8: American experience but was foreshadowed by the Third Reich, which provided the template and inspiration for what would become our own, urged on us by the same man who mentored rocket scientist and mystic Jack Parsons, Chinese Silkworm missile inventor Qian Xuesen, and Rosenberg spy William Perl, as we shall see. The previous two volumes have laid the groundwork for what follows. Based on that information and the questions we raised concerning it, we
177000	178000	Section 8: e than wondering about which star system they may have come from or their appearance or other characteristics. We have been conditioned, in a way, to think about the possibility of an alien invasion, at least as early as H. G. Wells’s War of the Worlds and in films like The Day the Earth Stood Still and Independence Day, among many others. “Feel good” films about Aliens include such optimistic offerings as Close Encounters of the Third Kind and E.T
178000	179000	Section 8: he United States under the auspices of the military and the intelligence agencies who had a serious interest in the weaponization of the paranormal. The same was true in Russia and China. This Cold War approach is noticeable in the engagement of the military, the CIA, and the FBI with the UFO Phenomenon. In fact, they were often seen as interre
179000	180000	Section 9: ered at rooftop level in some cases. Occasionally, occupants of the airships were described in some detail. There were conversations with them that seemed to focus on current events, such as the imminent war with Spain. By July, we had airship sightings across the Atlantic Ocean in Sweden and Norway; and by September 26, the last sighting of this period was in the town of Veliky Ustyug, a few hundred miles northeast of Moscow, in Russia. Close
180000	181000	Section 9: heir contemporary, Bram Stoker’s Count Dracula—they feasted on human blood. As James Gunn wrote about the Martians in his introduction to a recent edition of The War of the Worlds, “They were vampires.”30 Bram Stoker and H. G. Wells were both writing their famous masterpieces at the same time as the Great Airship sightings; the one about a foreign monster who comes to England, and the other about a Martian invasion of England. There was something i
181000	182000	Section 9: ideally positioned to hear Lovecraft’s “Call of Cthulhu.” This collection of members of the intelligentsia was known as the Hermetic Order of the Golden Dawn, and its influence stretches from the sedate drawing rooms of Victorian London to the crash pads of 1960s hippie culture in Southern California to today’s venerable halls of academe in Leiden. However, what makes the Golden Dawn different from other secret societies is the identity and character o
182000	183000	Section 33: . The IRA later used social media accounts and interest groups to sow discord in the U.S. political system through what it termed “information warfare.” —Report on the Investigation into Russian Interference in the 2016 Presidential Election, March 2019 In the late summer of 2016, at the height of a contentious and dramatic presidential election in the United States, an online entity known as WikiLeaks dumped a large number of emails hacked from the account
183000	184000	Section 36: as Dr. Strangelove: Or How I Learned to Stop Worrying and Love the Bomb (1964) as well as Seven Days in May (1964) and a host of others. But the looming possibility of thermonuclear war between the United States and the Soviet Union was taking place at the same time as a flurry of UFO sightings in America and the rest of the world, which was also reflected in popular culture. The iconic film The Day the Earth Stood Still (1951) demonstrates the int
184000	185000	Section 33: deeper examination in light of the verified sightings revealed by the Pentagon and the AATIP program. There will always be charlatans and credulous followers in this field, but we have come a long way since 1947 and the Kenneth Arnold, Maury Island, and Roswell episodes. We are on the verge of developing an integrated scientific approach to understanding our world and its reality in ways we never dreamed.
185000	186000	Section 9: as taking place in 1897. The only “space flight” possible that year consisted of hot air balloons, which could never have achieved the type of aeronautical feats demonstrated by the airships. Think Montgolfier balloons. Think Around the World in Eighty Days by Jules Verne (first published in 1873). Even the famous Zeppelin did not take flight until 1900, three years after the Great Airship sightings. And the airships did not behave like Zeppelins o
186000	187000	Section 33: cial study of “paranormal phenomena” in Russia and that this included study of the UFO Phenomenon. Indeed, there is a biannual conference held in Moscow—the Ziegel Readings, named after Russian astronomer and cosmologist Felix Ziegel (1920–1988) who is considered the “founder of Ufology in Russia”—devoted to this subject. The article quotes a number of high-ranking Russian government insiders including retired Major General Vasiliy Yeremenko, who wa
187000	188000	Section 6: stabilizing. . . . Yeah. Sure, because if the US military is not the most powerful force in the Universe, then it kind of . . . NOLAN: “Then we’re . . . yeah . . . Then the populace might, you know, might . . . revolt.”4 Both Christopher Mellon and Dr. Garry Nolan were part of the original To The Stars project begun in 2017–2018. Another member at that time was former Pentagon counterintelligence specialist Lue Elizondo, the man who startled us all with revela
188000	189000	Section 34: be the only time the Alien meets solid ground.) There is a trace of the possibility of alien communication in the reports that have come out in the past few years from observations made by pilots on both the East and the West Coasts of North America. There are also reports from the former Soviet Union on this same phenomenon. Interactions between the Alien and the military forces of both the United States and Russia demonstrate that the Alien is co
189000	190000	Section 35: , including what seems to be an official and rather perceptive Australian evaluation of it (emphasizing the role played by the covert cooperation between the CIA and the US Air Force, and insisting that the Pentagon knew full well that the Phenomenon is real and that there was most likely an extraterrestrial component), the report goes on to discuss
190000	191000	Section 35: e in American farmlands. They chose to abduct middle-class Americans—people far away from any war zone—from their homes, as revealed by John Mack in his famous study. It doesn’t make sense. What would the Alien want with Whitley Strieber, for instance, when the killing fields of Cambodia were available? What’s the point? In Sekret Machines: Gods we spoke of ritualized animal and human sacrifice. We mentioned the Aztecs and their factory of murder, the r
191000	192000	Section 35: it may be upon adjacent or distant territory: it may be prudent and cautious, or it may be bold and adventurous. —Baron de Jomini, The Art of War As we can see from the above quotation from a work that was taught at the West Point Military Academy in the years leading up to the American Civil War, the theater of war is central to the whole concept of military conflict. Thus, when we start talking about the UFO as a potential threat—militarily—we are off to a bad
192000	193000	Section 37: elusive quality in human beings that is considered necessary in order to be included among the elect. A genetic component, in the case of the Nazis; a spiritual or consciousness component, in the case of the Buddhists. In Christianity, the resurrection of the dead is a necessary element of belief: there is a “land” populated by all the souls of the dead who will rise from their graves at the Last Judgment and then proceed to a heavenly paradise: thos
193000	194000	Section 37: ered spiritually different from others. The unfortunate distinction given to the “Aryan” race by Blavatsky in her writings and in the creation of the Aryan Theosophical Society by her follower William Q. Judge in 1883 in New York City seemed to provide a kind of mystical inspiration and justification for the Nazi eugenics programs and the racial theories that led to the extermination of Jews, Gypsies, and Slavs at the hands of “Aryans.” The Nazi raci
194000	195000	Section 37: ers. The Diagnostic and Statistical Manual of Mental Disorders (DSM) is the Bible of the psychologist and psychiatrist and initially was created at the request of the US Department of Defense (an important point to keep in mind). It was within this environment of twentieth century “confession”—the therapist’s office—that the alien abduction scenario, first as
195000	196000	Section 37: lieve you, or even understand what you were saying. This is not as far-fetched as it might seem. Remember the very first pages of the first book of this project where the cargo cult scenario is described. An Indigenous “Stone Age” person from one of the South Pacific islands brought onto a B-52 bomber, for instance, might have a similar reaction. In fact, such persons created so-called cargo cults and built entire religions around what they expe
196000	197000	Section 37: nces between schools of psychology such as Freudian, Jungian, Reichian, Adlerian, etc., with their varying emphases on emotional states, origins of neuroses and psychoses, and definitions of disorders. The Diagnostic and Statistical Manual of Mental Disorders (DSM) is the Bible of the psychologist and psychiatrist and initially was created at the request of the US Department of Defense (an important point to keep in mind). It was within this environment o
197000	198000	Section 6: way, but let’s assume that some weird force in the world stage-managed this little nexus of themes for our sake. Because later on in the same article, he writes: Thankfully, what began as a military competition with the Soviet Union eventually turned into a collaborative space exploration effort involving the Russians and many other nations. That was the point of one of the last National Security Memoranda composed by President Kennedy, dated Novem
198000	199000	Section 8: reation of “mind control” programs by both the US military and the Central Intelligence Agency such as Operations Bluebird, Artichoke, Often, and the more notorious MK-ULTRA. According to the testimony of CIA Director of Intelligence Richard Helms before a congressional committee at the time of the Watergate affair in the 1970s, the brainwashing programs of the CIA had been abandoned because they were not fruitful and instead represented twenty years of pointless
199000	200000	Section 9: , components of some greater but unspoken whole. They had been reduced to little more than brains, contained within their clanking robotic machinery like steampunk exoskeletons, and—in resonance with their contemporary, Bram Stoker’s Count Dracula—they feasted on human blood. As James Gunn wrote about the Martians in his introduction to a recent edition of The War of the Worlds, “They were vampires.”30 Bram Stoker and H. G. Wells were both writing
200000	201000	Section 9: els of insight and illumination to have found themselves physically and psychologically changed. These were the “secret chiefs.” The modern concept of the secret chiefs begins with the enigmatic Russian medium and mystic Madame Blavatsky and the Theosophical Society that she founded in New York City in 1875. Blavatsky claimed she was in contact with a group of “Masters” who were spiritually advanced beings overseeing the life of the planet. They communi
201000	202000	Section 9: est—as well as the brightest—corners of human consciousness. What Yeats and Bergson wrote about, Mathers did. By 1899, another famous alumnus of the Golden Dawn was accepting his first initiation into the Order. This was Aleister Crowley, the man who would transform modern Western occultism in the twentieth century. It was Crowley who, years later, also would claim he was in direct contact with the secret chiefs, and when he did, he provided a painting
202000	203000	Section 9: rs are to those of the beasts that perish, intellects vast and cool and unsympathetic, regarded this earth with envious eyes, and slowly and surely drew their plans against us. —H. G. Wells, The War of the Worlds (1898) When H. G. Wells published the above lines, it seemed the world had already been visited by “intelligences greater than man’s.” The period 1896–1897 was the time of the Great Airship sightings in North America and Europe when strange ve
203000	204000	Section 9: Verne is one of the pioneers of the space age.”21 In addition, Verne’s Around the World in Eighty Days (1873) centers on balloon travel. Thus, in Verne we have all the elements of the Great Airship mystery of 1896–1897. Then H. G. Wells published The War of the Worlds in 1898, just a year after the last of the Great Airship sightings. In that novel he wrote of a Martian invasion that would devastate the earth; the novel would become the basis for sever
204000	205000	Section 6: l and more inclusive of related experiences than the more commonly used UFO). In July 2020, he gave an interview on the Coast to Coast AM radio program with George Knapp on his history with AATIP and his knowledge of the Special Access Programs (SAP) that dealt with the UFO/UAP Phenomenon.5 Naturally, Elizondo could not go into detail about specific UFO events or the SAPs themselves, still bound by security oaths and regulations, but one response of his to a q
205000	206000	Section 9: borating on aircraft propulsion systems and perhaps working with J. P. Morgan in the scheme as well. Unfortunately, Astor was aboard the Titanic when it hit an iceberg and sank in 1912. His daughter by his first wife was Ava Alice Muriel Astor, about whom we’ll discuss more later. It was Ava’s mother, also named Ava—the former Ava Lowle Willing—who first had urged her husband to invest in Tesla’s inventions. It was while working at Colorado Springs in 1899 th
206000	207000	Section 35: or other servicemen by this Phenomenon. However, a curious 1970s-era report by the Australian Ministry of Defense does spend some time in analyzing the UFO as a weapons system. This report wound up on the website of the National Archives of Australia and appears to cover a period from about 1958 to 1971. It is entitled “Scientific Intelligence—General—Unidentified Flying Objects.”202 After presenting one of the best and most succinct histories of Americ
207000	208000	Section 9: compare it to the continued effect of that usually experienced momentarily by any person close to whom a flash of lightning passes during a violent storm.32 Mathers was married to Mina Bergson (1865–1928), the sister of Nobel Prize–winning French philosopher Henri Bergson (1859–1941). This is of more than passing interest. For instance, Bergson’s philosophy was instrumental in getting William James to abandon logic as the only metric against which
208000	209000	Section 34: m. We have studies already on the books from the 1960s SRI programs to the present day that address the problem of the paranormal with respect to the Phenomenon. Russia, China, and the United States have all at one time or another understood that there is a strong consciousness/paranormal aspect to the Phenomenon, and all have thrown money and
209000	210000	Section 35: a vector for propagating its existence and its actions, from the purely informational space to Artificial Intelligence and the Internet of Things. The world is now aware of the Nimitz sightings, the FLIR videos, and the Tic Tac videos. With this official acknowledgment of the reality of the UFO Phenomenon another set of discussions and arguments will take place concerning the experiencers, the contactees, the alien abductees, and eventually th
210000	211000	Section 35: discuss instances in which a UFO appeared to use a weapon during a close encounter. These instances were extracted from the work of Jacques Vallée and Allen Hynek, who created a computerized database of UFO sightings at Northwestern University, but were itemized and categorized by the Australians in terms of the type of “weapon” used. The lists are fascinating in and of themselves because they reveal a military analysis of the Phenomenon stripped of any skept
211000	212000	Section 35: last one hundred years has witnessed some of the worst bloodshed in recorded history. From the trench warfare and gas attacks of the First World War to the massive bombing campaigns, firebombs, and the atomic bomb of the Second World War, not to mention the concentration camps and the death camps of the Holocaust, and from there to the wars in Vietnam and Korea; the bloody dictatorships in Indonesia and the Philippines; wars and revolutions in Africa, t
212000	213000	Section 35: n is able to appear in one’s room without using a door or a window or a skeleton key. So, okay. The CIA is not capable of this feat. If they were, they would be in control of the globe by now and would be the ones flying Tic Tacs to the amusement of the people on the seventh floor. Now, they could have convinced victims being “abducted” that they were sailing through solid walls, of course, but as anyone knows who has been involved in such thing
213000	214000	Section 35: t even Whitley Strieber, who became world famous as an alien abductee, once considered the possibility that his experiences had been implanted in him somehow by Air Force contract employees working out of Randolph AFB in San Antonio, Texas, where he grew up. Some of these “employees” were former Nazi scientists and Nazi medical officers, which only serves to wrap us around in knots again with the UFO-Nazi-abduction scenario, but which deserves ment
214000	215000	Section 35: t, but AFOSI would not (or vice versa) and thus the entire file would remain classified. When we realize the extent to which there is competition and rivalry between the US Navy and the US Air Force, we can begin to understand that other alliances would be formed covertly. Taking the above as a possible scenario, we can see that an alien abducti
215000	216000	Section 35: thing. For another, two cars and four agents . . . Levenda was not really a target of an investigation as far as he could determine, so that seemed like a profligate use of assets for one lone writer living in small-town New England. But it was the time of the first Gulf War, so he had to entertain the possibility that there was an ulterior motive that he could not divine. He had known Arab nationals in New York City, once had attended a hafla to r
216000	217000	Section 37: f statement is written off as the product of hysteria, paranoia, or the type of pop-conspiratorial mindset that insists Elvis Presley is still alive and slinging hash on Jupiter. The reduction of this awareness of being observed or surveilled by an alien race to ridicule at worst and total disinterest at best has contributed to a false sense of
217000	218000	Section 37: his obsession with racial purity in Japan during the same period. While the Nazis were rampaging through Europe the Japanese were doing the same in Asia, particularly in Korea, Manchuria, and China, as well as throughout Southeast Asia. The Indigenous peoples of those countries were considered racial inferiors to the Japanese and were treated as such. The Koreans were enslaved by the Japanese and used as laborers and sex workers, and in other capaciti
218000	219000	Section 37: n.” Like the wizard, it has the power to alter our perceptions, to manipulate our consciousness, and it operates quietly behind the scenes. It is there, and not there. To locate the wizard, we have to find our way to the Emerald City, to Shambhala, to Agarttha. We do not wish to reduce all human experience of the Other, of the paranormal and the supernatural, to an alien “singularity.” Life is usually more complicated than that. What we wish to do,
219000	220000	Section 37: the fact that they are populated by perfected beings with supernormal powers, some of whom walk among us (like Talbot Mundy’s TheNine Unknown). The idea of Shambhala comes from India and Tibet and is especially strong in Vajrayana Buddhism. This invisible city (according to the KalachakraTantra) will one day open its gates and its denizens will stream forth to conquer the unbelievers. While we don’t propose taking everything in ancient esoteric or religio
220000	221000	Section 6: because cooperating with the Soviets on outer space matters implies we would share information on UFOs, and that would have made us vulnerable because it would have put Russia at a strategic advantage, especially if they were not so forthcoming themselves. Chris Mellon’s article is a plea for understanding on behalf of the American public that
221000	222000	Section 6: gutted by uneasy members of Congress who, working together with members of what Eisenhower called the “military-industrial complex,” such as the defense department, the intelligence community (IC), and companies such as Lockheed Martin, did what they could to delay revealing as much of the history of American contact with, and understanding of, the Phenomenon, as possible.3 What was eventually passed was an instruction to the National Archives to gath
222000	223000	Section 6: r focus was on what the US government knew—or didn’t know—about the UFO Phenomenon. And “US government” in this case did not mean Congress, the Supreme Court, or even the president, but the Pentagon and the Department of Homeland Security. In other words: the defense establishment. What, at other times, in other countries, might be referred to as the war cabinet. The belief among many Americans is that the defense establishment has knowledge of the UFO P
223000	224000	Section 8: a of investment. Much of that is devoted to the defense of allies as well as our own nation, but that is because the globalization of the economy is intimately connected with the globalization of conflict. A civil war in South America can impact the production of coffee sold in North American stores. A war in the Middle East impacts the production of oil sold in the United States. We already know this. But when a terrorist organization based in Iraq
224000	225000	Section 8: against heretics. Against witches. Even Christians slaughtering Christians. When Jesus, the Prince of Peace, said “I have come to bring not peace, but a sword,” (Matthew 10:34) he wasn’t kidding. War in the last hundred years has become something quite different, however. Until the twentieth century, wars were fought on battlefields between ar
225000	226000	Section 8: d” alien technology is concerned, specifically the idea that the Nazis and/or the Soviets were involved in creating some of the craft that have been observed since the 1940s. We will put all of this in the context of the Second World War and the ensuing Cold War, and we will look at some of the personalities involved in studying the Phenomenon. Finally, we will take a long, hard look at the idea of “alien invasion” and the wisdom or folly of interpretin
226000	227000	Section 8: in the engagement of the military, the CIA, and the FBI with the UFO Phenomenon. In fact, they were often seen as interrelated, which is why we have grouped all these concepts under the general rubric of the Phenomenon. As Dwight D. Eisenhower said in his farewell address: This conjunction of an immense military establishment and a large arms industry is new in the American experience. The total influence—economic, political, even spiritual—is felt in every c
227000	228000	Section 8: Sekret_Machines_-_WAR_ebook-1 Consciousness is the machinization of the cerebrum. —Qian Xuesen, father of Chinese rocket science and former colleague of Jack Parsons; advocate of the weaponization of the paranorma
228000	229000	Section 8: was Carl Jung who proposed the idea that “flying saucers” were externalizations of the mandala: the circular symbol of psychic integration, or what he called “individuation,” that is familiar to students of Himalayan and South Asian religions.16 What if both ideas are true? What if the UFO exists as a flying machine of some kind, but is also a point of connection between our consciousness and that of the Other? We need to keep two sets of ideas in
229000	230000	Section 9: , thus establishing a logical sequence that explains everything. Yet, as the Great Airship event of 1897 shows us, there were unidentified flying objects around long before there were flying saucer stories and films like Close Encounters of the Third Kind. Reports of unidentified aerial vehicles are truly ancient, and descriptions of these vehicles are often consistent with the time and place where they were observed. Rather than invalidate these sighti
230000	231000	Section 9: a mysterious lodge in Germany. There is no solid evidence that Stoker joined such a society, but a number of his friends had done so, including the well-known mystic and author of horror fantasy Arthur Machen, as well as William Butler Yeats and Algernon Blackwood, among many other notables of the period: artists, writers, actors, adventurers, mystics, magicians, and even scientists. This was exactly the type of group that would have been ideally positioned
231000	232000	Section 9: airships. Rumors abounded that Bram Stoker had been a member of an occult society, a secret order that had been established in Great Britain in 1888 by some influential Freemasons who had received coded instructions from a mysterious lodge in Germany. There is no solid evidence that Stoker joined such a society, but a number of his friends had don
232000	233000	Section 9: Atlantic Ocean in Sweden and Norway; and by September 26, the last sighting of this period was in the town of Veliky Ustyug, a few hundred miles northeast of Moscow, in Russia. Close attention to the reports reveals that these airships did behave consistently with more modern accounts. They were able to hover, stop suddenly, just as suddenly m
233000	234000	Section 35: hing back with a vengeance. It’s important to note that Levenda had never before seen a UFO or anything that could be confused with a UFO. It wasn’t until the evening of December 5, 2019, that he would see what appeared to be a triangle craft stationary and soundless in the sky overhead in Fort Lauderdale, Florida, nearly thirty years later. Alien spies
234000	235000	Section 35: logical advancements within the operational structure of the military in general and the Air Force in particular. This document, entitled Science, Technology and Warfare, is the result of a symposium that was held at the United States Air Force Academy, May 8–9, 1969. It is revealing for several reasons, but most importantly as a window into the military and bureaucratic mindset. If one understands this, one can begin to appreciate the difficulty of approachin
235000	236000	Section 35: with great effort. —Carl von Clausewitz, On War O divine art of subtlety and secrecy! Through you we learn to be invisible, through you inaudible; and hence we can hold the enemy’s fate in our hands. —Sun Tzu, The Art of War When approaching the UFO Phenomenon and particularly the US government’s videos and statements beginning in 2017 and to the present, we are often dazzled by the technical displays of the UAP/UFO and the measured, even awed,
236000	237000	Section 6: ch care for our museums, our art galleries, our churches or temples or mosques. As a way of reinforcing that idea, in December 2017 came the explosive revelations in the New York Times concerning video footage of UFOs (the famous “Tic Tacs”) and the ensuing interviews with military whistleblowers, government insiders, and others, all verifying—to one d
237000	238000	Section 34: irely possible we can’t even kill them. One of the fallacies of novels like The War of the Worlds and movies like Independence Day is the conceit that the Earth has somehow destroyed the Alien forces. The Martians in the H. G. Wells novel are destroyed by an ecological force; in Independence Day, they are destroyed by human ingenuity and determination. But . . . then what? How can we possibly know that the battles in the novels and the films were d
238000	239000	Section 37: , for that would be counterproductive. It is necessary that the subject understands what is required and who is requiring it. The torturer may be anonymous—may wear a mask or, in the case of some torture chambers used in Latin America during the dictatorships, conduct the torture and interrogation by remote control—but the victim is never anonymous. The victim is singled out specifically for the torture and the resulting confession. Beginning in the
239000	240000	Section 37: alien abduction scenarios. The image of human beings captured, imprisoned, and experimented upon without their knowledge or consent is reminiscent of the way concentration camp inmates were treated by SS doctors such as Josef Mengele. Often these inmates were exposed to the same ideological explanations as the abductees: we are doing this for your own good, we mean you no harm, we are trying to save the planet from destruction, etc. The genetic aspe
240000	241000	Section 37: becomes notoriously difficult to prosecute for a variety of reasons, particularly if the trafficking involves important political, corporate, entertainment, or military figures (such as in the Franklin scandal,220 or the Jimmy Savile affair in the UK). How, then, to investigate—much less prosecute—cases where the perpetrators are not human? The attempt to characterize the Others as benevolent is a brave, if perhaps misguided, strategy for coping wit
241000	242000	Section 37: ence but a process of initiation. One starts with field investigations and ends up studying Arab mystics.214 One of the few modern authors to address the subject of the jinn in a complete volume devoted to the subject is Amira El-Zein. She writes: As spiritual entities, the jinn are considered dual dimensional, with the ability to live and operate in both manifest and invisible domains.215 Of course, this reflects the reality of the Phenomenon a
242000	243000	Section 37: ens. Books could be written on the subject of healing as a practice that always has transcended the scientific and the spiritual, from the charms against disease of the ancient Sumerians, to Jesus healing the sick in the New Testament era, up through the legendary Rosicrucians who were committed to healing the sick using their special knowledge but without accepting payment of any kind. In the alien abduction scenarios we have studied, there is a def
243000	244000	Section 37: hey are being observed at any given time. This was a system that predicted the rise of the technologically enhanced national security state: complete and total surveillance of every man, woman, and child in the country. As Foucault says, the panopticon is also a laboratory and a machine. It does not take a great leap of imagination to consider that human beings in general are living in individual cells, observed by another being that can carry out
244000	245000	Section 37: iarities than to face a potential—and ongoing—threat from elsewhere. The fact that alien abduction accounts focus on the manipulation of the human body (less so on human consciousness, except as a side effect of physical abuse)212 by powerful figures without concern for the consequences indicates that this is a ripe field for postmodern philosophy and
245000	246000	Section 37: lien in origin)—would have prepared them for the arrival of the cargo. In fact, the cargo cult remains as much a metaphor for them as for us of deeper and more profound verities. To go a little further down the road with Michel Foucault as our companion, if not our guide, we encounter the single most glaring aspect of alien abduction: sexuality. We are so accustomed to discourse concerning sexuality (at least in the West, and comparatively recently) th
246000	247000	Section 6: es such as Lockheed Martin, did what they could to delay revealing as much of the history of American contact with, and understanding of, the Phenomenon, as possible.3 What was eventually passed was an instruction to the National Archives to gather as much UFO documentation as exists in the US government and make it available for the public within twenty-five years, but there was no provision for automatic declassification and disclosure to the American
247000	248000	Section 6: looking for a Kennedy Assassination Records–type review board to oversee the declassification process, but according to one of the House drafters of a similar bill—Rep. Tim Burchett, (R) Tennessee—who wanted to bypass a lengthy and somewhat arbitrary review board and simply declassify the documents, his approach was blocked “by the intelligence comm
248000	249000	Section 6: or should not know. That’s up for Americans to decide, not governments. The implication in his remarks seems to be that this field should not be the sole province of the Department of Defense or the Department of Homeland Security but should involve others outside the “war room.” This is a problematic position to take. We have often heard from those inside th
